ACV	ADM	ADY	AIPC	AITP	ALCO	ANDE	AOB	AOI	ARDNA	AVP	BARE	BDBD	BEAM	BETR	BF	BG	BGS	BJ	BNNY	BOBE	BRBR	BUFF	BYND	CAG	CALM	CASY	CCE	CEDC	CELH	CENT	CENTA	CHBT	CHD	CHEF	CHTT	CIGX	CL	CLX	COKE	COST	COTY	CPB	CPO	CQB	CSKI	CVGW	CVS	DAR	DEMB	DF	DLM	DMND	DOLE	DPLO	DPS	EL	ELF	ENR	EPC	EPC_w	ETP	FARM	FDP	FEED	FIZZ	FLO	FRPT	FRZ	FWM	GAP	GIS	GMCR	GO	HAIN	HANS	HEK	HFFG	HLF	HNZ	HOGS	HRG	HRL	HSH	HSY	HTSI	IG	IMKTA	INGR	IPAR	JBSS	JJSF	JSDA	K	KDP	KFT	KHC	KMB	KO	KR	KRFTV	LANC	LDG	LFVN	LMNR	LNCE	LNDC	LO	LW	MDLZ	MED	MGPI	MJN	MKC	MNST	MO	MTEX	NAFC	NATR	NBEV	NGVC	NHTC	NTY	NUS	OME	PAS	PBG	PBH	PEP	PF	PFGC	PG	PGPDQ	PM	POST	PPC	PRMW	PSMT	PTRY	RAD	RAH	RAI	RCPI	RDEN	RDK	REV	REYN	RNDY	SAFM	SAM	SEB	SENEA	SFD	SFM	SFS	SHF	SJM	SLE	SMBL	SMPL	SPB	SPCBQ	SPTN	STSI	STZ	SUSS	SVU	SWY	SYY	TAP	TFM	THS	TPB	TR	TSN	TWNK	UNFI	USFD	USNA	UST	UVV	VGR	VLGEA	WAG	WBA	WDFC	WFM	WFMI	WINN	WMK	WMT	WNI	WWAV	WWY	WWYWB
20190522		77857997.0					4942180.0				6193320.0					46599387.0	23241634.0	6892106.0	7534353.0						47848033.0	5426273.0	17466891.0				3427027.0	6583406.0		59716637.0	6689269.0			178193268.0	61159818.0	8958802.0	267935104.0	16074722.0	15475304.0				8411735.0		15457990.0		675232.0						114467897.0	784858.0	11883329.0	8492143.0			2203790.0	4520755.0		1652840.0	13924513.0	16623033.0				89247899.0			7544396.0				22076819.0				35534778.0		56018322.0			2166683.0	21521326.0	10190934.0	1412202.0	10044274.0		47325551.0			58831642.0	134486010.0	532676162.0	69438585.0		11338245.0					2881516.0		29581835.0	227986738.0	15555008.0	3091091.0		54905394.0	71683542.0	263302521.0								11607567.0					490465433.0		12202977.0	737441295.0		358142000.0	23642523.0	8242775.0		4864467.0		1450220.0									13951021.0	11689237.0		1901468.0		11028772.0	1481990.0		41844912.0			4134122.0	10003401.0		3536557.0		106410742.0				109946581.0	35745293.0		12876637.0		5748316.0	67742881.0	3355427.0	2552850.0	22827047.0	5912807.0		5656108.0	3968378.0	2767890.0		135938643.0	11169781.0				3991680.0	401620743.0				
20190621		68555400.0					4829060.0				8048036.0					48197563.0	24468112.0	6854239.0	9627867.0						42642977.0	5594870.0	17430447.0				3684159.0	7020013.0		60755839.0	6645633.0			174663700.0	59254059.0	8551715.0	247629648.0	13431893.0	15034482.0				7864116.0		13747520.0		891.0						109945326.0	2649767.0	10435500.0	6830336.0			2405178.0	4537727.0		3777339.0	15175786.0	17587129.0				90109443.0			7853045.0				17862120.0				37067960.0		60706351.0			3615774.0	17707962.0	9319963.0	4436349.0	10549991.0		42650548.0			57291768.0	137306029.0	539333959.0	62958907.0		11218309.0					3093651.0		28081301.0	233675480.0	14006936.0	4808070.0		59429394.0	77444081.0	241120284.0				3483011.0				10898380.0					490875776.0		14834714.0	722869478.0		316490846.0	22570856.0	8025528.0		5602657.0		3246300.0									12863727.0	12174096.0		3853.0		10590971.0	2350006.0		43585460.0			6942645.0	8783039.0		3200654.0		90901394.0				110188597.0	33428555.0		10978630.0		5767718.0	70232856.0	6342522.0	3798120.0	24649955.0	5251451.0		6986720.0	5437259.0	2692857.0		128306203.0	10618872.0				4299485.0	393669366.0				
20190719		72985121.0					4850817.0				8303332.0					53461792.0	26066375.0	6499854.0	12543986.0						42245591.0	6310192.0	21063330.0				3569015.0	6742539.0		59646476.0	7361649.0			179800536.0	60961665.0	8470870.0	273086020.0	14596138.0	16569306.0				8728270.0		14480099.0		748.0						125006450.0	3680142.0	9847327.0	6454148.0			2142129.0	4896950.0		3747983.0	15792791.0	17299716.0				95721797.0			8433427.0				18302648.0				38048371.0		61652594.0			3823418.0	19175130.0	9561129.0	4622578.0	10547375.0		43474948.0			64327979.0	143086476.0	558958057.0	59919339.0		11582924.0					2912636.0		30030676.0	247677615.0	13942746.0	5304933.0		59032613.0	79906096.0	232705174.0				3222865.0				11499796.0					502847883.0		15097515.0	770183574.0		322207491.0	22311026.0	7997215.0		5899504.0		3552026.0									12861357.0	14618934.0		4341.0		9998269.0			41308286.0			7780754.0	8963244.0		3226160.0		101449308.0				113226539.0	34046488.0		11412936.0		5618493.0	74713243.0	6843000.0	3345640.0	25505677.0	5899425.0		7512934.0	5929521.0	2687027.0		142158838.0	10794204.0				4128166.0	428759870.0				
20190821		74638498.0					4846908.0				9247188.0					53691602.0	27780485.0	5791049.0	11372530.0						46706290.0	6097934.0	22192842.0				4077482.0	7643555.0		62563071.0	7760634.0			182791296.0	65760968.0	8426072.0	289296838.0	12071850.0	17500752.0				8088988.0		15003743.0		1175.0						127722503.0	4389598.0	10897584.0	7387887.0			2154447.0	5586907.0		3705883.0	16331006.0	17423927.0				98313621.0			8524849.0				17824380.0				39083063.0		70896266.0			3919291.0	18252420.0	10124302.0	5110743.0	12374714.0		47981955.0			67374424.0	147911810.0	586926602.0	59319330.0		12338763.0					3546285.0		32323180.0	249638632.0	12299811.0	4053889.0		61330406.0	81976635.0	234944727.0				2622088.0				9476220.0					497779818.0		16786438.0	842069148.0		348410646.0	23389507.0	8640285.0		7137000.0		3133315.0									12510183.0	15414253.0		4926.0		9083961.0			40496176.0			8945082.0	8492342.0		3338015.0		102980357.0				111509083.0	33349893.0		12690334.0		5762369.0	74721335.0	6808170.0	3754274.0	25613327.0	5124233.0		7481649.0	7120737.0	2597313.0		143913593.0	12516202.0				4214495.0	435027669.0				
20190920		69181216.0					4131192.0				9476284.0					57819166.0	25401208.0	5363898.0	12667903.0						45910132.0	6219039.0	23036070.0				3526753.0	6705763.0		66201205.0	8221629.0			189054842.0	64006245.0	9682587.0	287469996.0	10553275.0	19055835.0				8119808.0		13737421.0								137378331.0	4314355.0	9980663.0	6764591.0			1617837.0	4792948.0		3472083.0	15715333.0	18953714.0				99657398.0			7466000.0				14970956.0				40653945.0		74094154.0			4863033.0	18265469.0	9402413.0	5444047.0	12853163.0		51791600.0			53753337.0	153964274.0	640205356.0	66425407.0		11550319.0					3475840.0		33910453.0	257884689.0	11036784.0	3923832.0		63045837.0	74645841.0	227583463.0				2140987.0				9638029.0					556316906.0		17929788.0	887298843.0		225940513.0	21751760.0	9965685.0		7076716.0		2917207.0									14298286.0	17243059.0				9649812.0			38323564.0			9748566.0	9478625.0		3030161.0		106985195.0				120952824.0	31738169.0		10854650.0		5657853.0	87503283.0	8598536.0	3048551.0	29327544.0	5115558.0		6296797.0	7208966.0	2568864.0		135283550.0	12563751.0				4415603.0	473107241.0				
20191021		75213914.0					4070664.0				9628252.0					61983259.0	27144194.0	6046756.0	12589584.0						50027974.0	6180080.0	22253617.0				3904514.0	7779940.0		62884238.0	8649446.0			188742659.0	61909806.0	8784274.0	282934680.0	11697483.0	20089830.0				8759606.0		14220917.0								139034815.0	4658325.0	11350847.0	7952902.0			1726895.0	6314682.0		3794954.0	16036839.0	19334052.0				102814730.0			8455846.0				16557162.0				42018452.0		72951003.0			4863756.0	19438589.0	10279503.0	5708770.0	12864960.0		53448724.0			59274355.0	156080279.0	637662416.0	72831955.0		11049434.0					3462247.0		35292470.0	260125815.0	11512257.0	4049367.0		60931211.0	74404180.0	214282667.0				1945080.0				10138089.0					561655376.0		17796162.0	924263427.0		239623994.0	23289774.0	10296315.0		8390084.0		3140573.0									14555373.0	14405189.0				10468200.0			40383281.0			9583108.0	8986335.0		3355828.0		109301439.0				130099758.0	35814508.0		11939272.0		5758000.0	81583452.0	8617305.0	4406780.0	30026222.0	5175824.0		6926833.0	7772633.0	2748208.0		147216636.0	12732904.0				4433394.0	494777039.0				
20191206		77174383.0					3364376.0				9426031.0					64847306.0	25938198.0	4990057.0	13013900.0						44215605.0	6187218.0	23660943.0				4056302.0	7925498.0		58602726.0	7139729.0			176613993.0	60350122.0	7969609.0	292578478.0	13050716.0	19879818.0				8027122.0		14389076.0								130511938.0	4487902.0	11104974.0	8623650.0			1730716.0	5948074.0		3778846.0	15123527.0	20367969.0				95124068.0			9350235.0				19602268.0				39392486.0		69326899.0			4954419.0	18861329.0	11415427.0	6330164.0	12823078.0		52898382.0			68753398.0	146400274.0	639383168.0	69786468.0		11128137.0					3133364.0		37948589.0	247327398.0	12374248.0	3513163.0		62803919.0	72113074.0	235310446.0				1893327.0				10666434.0					563540998.0		16484872.0	927847026.0		257727956.0	22681321.0	9793923.0		8800635.0		4184721.0									14934830.0	14886283.0				10519114.0			38881997.0			10023854.0	10300732.0		3735021.0		100619477.0				131217145.0	32882782.0		11667294.0		5364649.0	78621275.0	7923038.0	2892450.0	29043637.0	5628729.0		6979218.0	7978629.0	2749905.0		146176979.0	13046601.0				4494862.0	490245416.0				
20191220		78611699.0					4208450.0				10067389.0					66957465.0	25567152.0	5299978.0	11530453.0					457193.0	47070947.0	6724036.0	24016752.0				3530198.0	7034313.0		58707716.0	7644013.0			174161557.0	60416769.0	7828967.0	271233610.0	12865427.0	19919572.0				8206194.0		17714697.0								136606164.0	4415192.0	13015852.0	7623606.0			2041154.0	6080957.0		4256183.0	14952843.0	20904914.0				99479657.0		368770.0	9755624.0				19971524.0				42789990.0		69769877.0			5570421.0	19804357.0	10378595.0	5788652.0	12419050.0		54089974.0			64700962.0	149832615.0	629385163.0	77240859.0		12617115.0					3637289.0		40748692.0	247142276.0	9775856.0	3727382.0		65990067.0	76660885.0	262727520.0				1514156.0				9137677.0					558115147.0		18164642.0	908856075.0		273223417.0	23206762.0	10142654.0	453033.0	8833969.0		4106617.0									15946844.0	15226758.0				10722591.0			38571183.0			11271465.0	12809348.0		4028534.0		98115206.0				132011220.0			10548653.0	463185.0	5335826.0	85151808.0	8310459.0	3505673.0	29039577.0	5600445.0		6598101.0	8791588.0	2927150.0		158639823.0	13417476.0				4639558.0	498202773.0				
20200108																																																																																																																																																																										31418802.0																									
20200122		85466804.0					4626139.0				12425704.0					67196022.0	27755329.0	5764136.0	11112924.0					418748.0	56229133.0	6694778.0	22129023.0				4176243.0	8294934.0		59193009.0	8228711.0			178074761.0	63018343.0	8268696.0	267849590.0	12598155.0	21335553.0				8437009.0		21058905.0								145421096.0	4317178.0	13223278.0	7670185.0			2035389.0	6534019.0		4394149.0	15229674.0	23154889.0				100663396.0		453554.0	10288744.0				21038106.0				43667202.0		69727606.0			6045838.0	22302330.0	10753300.0	5430338.0	12425510.0		57837747.0			68639833.0	152268950.0	657227173.0	82473448.0		12903260.0					3605809.0		42058604.0	260967333.0	12240086.0	3976243.0		66678940.0	82003585.0	265737460.0				1281560.0				9836225.0					565608112.0		20025926.0	936688050.0		282356700.0	24153649.0	10580980.0	500815.0	8431707.0		7094728.0									17113253.0	15100397.0				10525781.0			38515917.0			11694864.0	13295172.0		4069408.0		100813226.0				141227053.0	33827047.0		10511260.0	481996.0	5326932.0	86887939.0	9018420.0	3382297.0	30789904.0	6003891.0		7306077.0	8798114.0	2412058.0		158097938.0	13611932.0				4737492.0	500743749.0				
20200221		82973358.0					4167237.0									67618558.0	25442444.0	5192503.0	10084964.0					612500.0	54330016.0	5596228.0	22535521.0				4334757.0	8527515.0		62763995.0	7902076.0			191815384.0	64871183.0	7922276.0	279756109.0	11557213.0	21075587.0				7144036.0		20472162.0								138067698.0	4227030.0	12195848.0	6404780.0			1621110.0	5891626.0		3722443.0	15165624.0	24786164.0				98605982.0		762646.0	9647564.0				17253479.0				45960775.0		73982263.0			5311890.0	21241528.0	10275828.0	5054207.0	11247435.0		57323957.0			62729513.0	159355932.0	696855489.0	76826906.0		12479791.0					3602043.0		44843893.0	273157318.0	10850196.0	2816830.0		64439826.0	86392721.0	254299711.0				1251088.0				7861523.0					590583069.0		20207370.0	939156633.0		275761992.0	23288994.0	8470861.0	673177.0	7309482.0		5487273.0									13407839.0	14318279.0				8548406.0			38497435.0			9464995.0	12715309.0		3485124.0		100510586.0				136258678.0	35036798.0		9717760.0	385425.0	5362740.0	79230932.0	8368390.0	2783455.0	29709652.0	4741583.0		6814043.0	8676657.0	2317266.0		137022749.0	13115138.0				4321018.0	484759247.0				
20200320		67964161.0					3294770.0									59763045.0	22179790.0	4658315.0	9214138.0					482227.0	42932146.0	5325714.0	22235602.0				3378699.0	7011402.0		57297341.0	6471108.0			171105754.0	64096883.0	5586815.0	248254492.0	10120520.0	18921794.0				6576576.0		18879297.0								126550890.0	4188558.0	11085659.0	7330756.0			1626569.0	5011087.0		3570968.0	14764133.0	18796882.0				90111931.0		1047837.0	9205128.0				13990684.0				39380848.0		66831519.0			4437412.0	19575250.0	8693084.0	4096218.0	10616532.0		49530009.0			51801848.0	142148957.0	629065401.0	78393584.0		11347270.0					3212252.0		41600673.0	238316760.0	9084255.0	2315698.0		56205669.0	78878688.0	215034115.0				1414149.0				5757271.0					539234946.0		16155206.0	832395625.0		266361916.0	21951244.0	6697669.0	608328.0	6469452.0		6080322.0							403871.0		11710152.0	14507900.0				8507608.0			37250041.0			8848090.0	10861745.0		3461593.0		89651563.0				107427137.0	30444119.0		8082788.0	495961.0	4910197.0	63367736.0	7714767.0	2434667.0	24220262.0	4943685.0		6158979.0	7468918.0	2082290.0		115599873.0	11849891.0				4271197.0	446863063.0				
20200423		63329699.0					3354225.0									53882391.0	19340229.0	5705387.0	12179346.0					357176.0	47032930.0	6697055.0	18011618.0				3460738.0	7042541.0		52732663.0	2122635.0			167565105.0	69431670.0	5944148.0	251463560.0	5666898.0	19299404.0				5223137.0		14022606.0								109496536.0	2575610.0	7763148.0	5806627.0			914280.0	5051470.0		3591983.0	13990249.0	18008210.0				96804929.0		1134010.0	10070517.0				12563615.0				44058989.0		61346440.0			4470352.0	17669643.0	6708514.0	5233923.0	7986726.0		48990414.0			51596359.0	138178368.0	527592219.0	83668571.0		11354529.0					2713652.0		27263480.0	225406574.0	6830813.0	2159536.0		43536173.0	70894014.0	205195433.0				970581.0				5144823.0					489040595.0		9400200.0	806451470.0		236998813.0	17915961.0	5748334.0		6116505.0		6699225.0							407301.0		11686543.0	14326019.0				9898078.0			40048578.0			7734065.0	7332556.0		4005118.0		74327572.0				73325494.0	23849232.0		9367703.0	399359.0	5678551.0	53900697.0	6480182.0	3464679.0	12692615.0	4307799.0		5506134.0	6059255.0	2511707.0		115271609.0	13705803.0				4764279.0	470060938.0				
20200522		69460045.0					3140129.0									62710289.0	19404700.0	6335853.0	13073992.0					551869.0	55684422.0	6538738.0	21355623.0				4285000.0	8727670.0		59742414.0	3070130.0			184241756.0	77596328.0	6949191.0	277461039.0	6191336.0	21982354.0				5432570.0		15658242.0								125877452.0	3539513.0	10343257.0	6887591.0			1255901.0	5395945.0		4376791.0	15796721.0	22061346.0				114082964.0		1351427.0	10421866.0				16715320.0				45973483.0		63670755.0			5220810.0	19729245.0	6690897.0	4973711.0	8674244.0		55555790.0			65707943.0	155375252.0	568073228.0	91190235.0		10988366.0					3601807.0		30371543.0	240380509.0	8578689.0	3134080.0		50680493.0	80885431.0	216263575.0				1018325.0				7151806.0					559261267.0		12929262.0	897157722.0		251595885.0	20596077.0	7219410.0	11614.0	7651614.0		6620818.0							468289.0		13410743.0	18867997.0				11506696.0			43085045.0			7830177.0	8980292.0		4962061.0		88695611.0				93911198.0	26047912.0		11417432.0	455608.0	5739258.0	60160554.0	7558561.0	4153867.0	16050331.0	6952736.0		6231894.0	7119609.0	2539562.0		113270320.0	12382071.0				5982737.0	522095538.0				
20200619		73166248.53					2390536.8									66154623.51	18996769.94	7551817.38	17793252.0			220157.12		712650.95	57656075.4	6997123.12	22432481.2				4447561.8	9801614.7		63771364.44	3917944.8			188785784.46	85446900.0	7160980.31	263053653.43	4110851.58	22297836.32				5482152.96		17635926.42								140262941.0	4646876.82	11631798.16	7589698.74			988884.6	4695996.3		4973499.3	16647580.95	19051497.1				119542562.88		1593909.81	12617278.44				19513490.88				47691040.25		64939568.64			5431283.65	20376668.91	6950500.83	5248480.86	8779254.76		55137967.5			65699749.17	157981549.44	575251924.08	89803218.82		12450823.64			226866.16		3435868.04		29610420.84	239660216.68	11554902.38	3129421.79		56275404.8	93662199.72	214186516.5				1087130.54				9013919.2					553646986.65		11660974.0	878377076.64		276150955.36	19436319.12	6761673.75		6527883.96		6071088.79							456374.52		12924890.02	22741677.1				13812352.68			42512409.85			7051969.73	9861062.12		6175136.43		92559255.8				91628868.52	24011066.56		11562834.57	443551.11	5800966.34	59154923.52	7569274.13	7627751.6	14204827.56	6550296.24		5658757.98	7581393.27	2521097.29		109443282.06	13546720.35				6608407.67	530504751.7				
20200721		73093368.6					2491564.48									62867369.34	19711100.07	7774440.68	18129693.34			214574.34		728717.22	57363325.1	6882256.96	20674878.0				4283385.84	9526549.86		64629061.3	3529346.94			188194097.52	89442413.88	6648343.52	254465960.4	4997875.71	21236528.11				5786776.35		18343007.9								131911282.36	5081277.78	12393322.83	7632766.64			918512.92	4560091.78		5228803.8	15545074.48	20323942.1				115051846.5		1734734.4	12428961.95				19711630.38				46389449.07		61053742.02			5414588.12	19773588.0	7079783.4	5057253.11	8548094.07		54883903.14			67675650.51	155388033.9	541902005.52	91710346.6		12375176.55			241432.38		2539168.36		31030854.84	231384775.73	15425673.2	3006726.78		56512535.31	88862139.84	211879389.25				1081462.14				9123551.27					547824887.8		12553308.02	891720536.96		261443042.12	19263607.48	5424341.73		7141201.77		7744455.24							465759.18		11167160.4	21272269.35				13864917.9			38848247.31			7584820.5	9390726.9		6049535.0		92289624.0				89370521.16	21397758.72		9432943.2	451892.31	5506983.38	56582449.91	7550860.2	6979018.92	14408240.52	5573851.01		5382871.26	6571725.18	2867190.48		106333619.4	13782841.5				5834719.8	504090177.26				
20200824		78720897.55					2607237.0									68712473.0	20871312.72	9278173.03	19556254.8			214377.43		710831.4	61288984.75	6816880.24	22092229.01				4517455.2	9794342.25		80812007.64	3004349.04			198981842.0	96764282.34	6678129.96	274122953.46	4158672.56	21313662.47				5351292.87		20862481.08								138571544.44	4771013.24	13115662.29	7340445.98			624780.84	4216927.9		5511126.5	15856772.75	23420351.75				118474466.94		1875117.74	13437492.94				22512345.24				49042365.32		68719166.49			5072949.0	20685437.0	6050902.2	5238973.23	8300316.43		57514272.39			73201552.2	167703921.0	574883920.44	94580128.79		12694970.91			225196.88		3018940.32		29260041.44	251955507.93	18625635.72	2978637.48		61649013.9	100947882.24	222885353.8				1608617.34				10755882.15					572122806.62		12101641.86	981150505.28		287599222.14	19584563.04	4966722.75		7757392.53		6899528.24							457868.58		10772089.43	32236871.88				14329536.86			40281368.85			9838995.04	11137462.4		6000934.48		94322507.4				86700107.9	23425386.88		9486810.9	795860.4	5106933.4	58423526.05	7855069.8	7627005.2	14870074.8	6202314.36		5352212.0	5776500.24	2618374.5		102461859.12	13695800.55				5814542.02	546419191.6				
20200921		81564581.4					3222001.98									71892524.97	21747647.06	9904886.64	21491864.22			207833.04		759401.5	62247462.48	7202437.6	24462733.95				4749418.18	10409667.96		79711873.15	3850155.7			202567239.06	90667692.0	7877872.5	292814896.7	3977215.32	22362985.31				5826863.35		23691304.56								154204042.8	5170626.09	12002765.55	7010895.87			782086.02	4292213.91		6923584.8	16896601.1	27453144.0				118676555.45		1737660.24	12875682.09				22151315.2				48751919.1		69655082.24			5046606.4	19065084.4	6551480.88	4689760.68	9082683.55		58617609.68			73973084.16	172476326.08	598808536.95	96178258.72		14125363.32			239507.44		3245680.64		30336249.45	262953327.28	17997320.16	2893627.8		64543899.2	106956301.9	234839491.38				1524049.59				11234991.79					577097341.48		15627849.93	1026221162.85		291102085.87	19251910.44	5130896.0		7733383.5		5872723.08							442523.91		11198569.12	34773825.46				12570542.55			43901754.0			10079706.7	12146837.6		5651762.58		96811783.36				97816206.5	23315081.72		9185442.03	693455.5	5107939.27	59199110.8	7883182.2	6895623.45	17702912.65	5936891.56		5461672.56	6536235.6	2614570.56		94878187.62	14115504.7				5694631.02	582604602.8				
20201021		83770331.0					3434765.58									73170291.88	21542385.9	8708338.76	19889569.5			218537.38		913662.12	57258521.01	7122277.77	24154537.55				4658792.82	9980819.94		77078630.33	3726863.72			194932204.75	84305281.93	6842291.72	295666010.0	2957369.4	20219192.07				5997898.89		26390353.65								150068263.5	4794808.81	10066534.02	6712528.2			541794.76	4182785.4		5766771.93	16636197.09	26666932.6				113237571.84		1637835.28	13278730.5				20788639.5				46237179.71		66417735.72			4684854.24	17744992.32	5400660.6	4375884.38	8587876.57		52795930.59			62522392.05	159654717.12	590234296.51	90379339.61		14073884.4			233233.0		3037529.16		31605554.67	255717188.7	17991158.9	3189214.48		59913817.5	101135327.8	205168237.68				1197874.49				11796595.72					564678853.2		14669013.3	1019507216.88		270538873.34	18610228.0	4731499.02		7706073.6		4220032.18							401703.78		11198774.13	34408638.72				11172308.42			41742112.32			8817839.1	11547577.52		4559835.15		98328590.07				100053679.86	20555835.6		8573513.55	660253.5	4864556.1	55463672.48	7448713.29	5600740.89	15985312.42	5498856.3		5194543.92	6200766.66	2493534.42		88631630.16	12952590.2				5537568.0	580483791.8				
20201120		82631018.72					3851059.5									67158474.58	26524508.61	8284515.52	18162325.44			212420.06		775673.78	55830716.48	7054137.35	22735204.47				4504711.04	9684402.72		72087525.18	3433836.64			197698971.12	82429957.0	6473561.25	295406636.7	3147517.9	19283017.26				6044586.59		31234039.0								149813831.16	5272551.32	10028544.25	6278195.46			421459.26	3893248.37		6578160.67	15976794.06	27130546.0				107635586.48		1816969.52	11829248.25				19932966.34				45654081.12		63166443.96			4400308.88	16471007.94	5883076.8	4211785.36	8877937.02		50975049.27			63329314.58	142193361.11	569897354.34	85130418.01		12958753.86			223437.48		2975842.21		30043828.8	234522197.12	15230239.92	3341598.48		55138223.58	95752163.26	190006985.52				1605464.64				11516710.8					538610761.26		14111662.65	997480921.2		254124190.12	18419966.5	5244424.38		7953009.0		4051241.02							366922.32		12036986.17	40176777.16				10076497.5			40173546.6			7478734.0	11384691.56		5109364.12		85026036.16				88217071.67	21426126.86		8170770.8	878858.85	4661220.24	52905930.12	7608976.64	5457470.33	14899087.5	5596284.4		4921753.95	5857944.94	2274014.7		83297309.68	16502137.52				5191725.3	570961522.5				
20201221		87945531.03					4001434.66									76848573.02	27216249.06	8539762.14	19234516.51			581420.4		754620.6	57521968.48	7103973.24	24228481.44			597947.25	4590545.96	9940268.73		70784837.37	5802984.5			212233990.04	79825791.68	7304029.59	297879185.34	7737029.58	20337581.78				6364325.5		33692439.4								165452884.84	5606593.82	10552342.34	8219626.0			109443.3	4551969.98		8098650.42	14874201.09	26896235.6				109500388.82		1580523.5	14650713.0			619502.1	20921674.17				43747938.08		67204025.91			4573500.12	17726755.5	7715169.98	4259060.32	9410076.97		51222778.53	16415168.7		67425775.38	147734493.63	605087348.4	85613748.0		13054496.35			581045.08		3177677.7		33887664.58	249164269.35	19208757.44	3438561.28		56324359.36	104850562.86	207415003.81				2333154.6				11872900.47					576362551.05		18020529.18	999161456.67		284170292.25	20030054.08	5867404.01		9255516.16		5800911.6							614688.4		12717257.3	35591598.24				11067210.26			41506262.8			8549189.78	13212625.15		5195134.08		104745183.28				110730550.89	27622402.0		8549857.62	907605.2	4789789.23	59596842.4	8087195.55	6379671.0	22178635.88	5513626.02		5572881.54	7103590.08	2305346.4		91952347.62	17052248.43				5334417.11	621763167.63				
