ACV,ADM,ADNT,ALV,APTV,ATVI,AVP,BC,BEAM,BF,BG,BGG,BGS,BLD,BTI,BWA,BYND,CAA,CAG,CCE,CEDC,CHD,CL,CLX,COH,COLM,COTY,CPB,CPO,CPRI,CQB,CRI,CROX,CTB,DAN,DAR,DECK,DF,DHI,DLM,DLPH,DMND,DPS,EA,EK,EL,ELY,ENR,EPC,ERTS,F,FDP,FIZZ,FLO,FOSL,GIII,GIS,GM,GMCR,GNTX,GPC,GPRO,GRMN,GT,GTX,HAIN,HANS,HAR,HAS,HBI,HELE,HLF,HNI,HNZ,HOG,HRL,HSH,HSY,HYH,ICON,INGR,JAH,JCI,JEF,JNY,K,KATE,KBH,KDP,KFT,KHC,KMB,KO,KORS,KRFTV,KTB,LANC,LEA,LEG,LEN,LEVI,LKQ,LKQX,LNCE,LO,LP4018,LUK,LULU,LW,MAT,MATK,MDC,MDLZ,MHK,MIDD,MJN,MKC,MLHR,MNST,MO,MON,NKE,NTY,NUS,NVR,NWL,PEP,PF,PFGC,PG,PHM,PII,PM,POOL,POST,PPC,PTON,PVH,RAH,RAI,REYN,RL,ROKU,RYL,SAM,SEB,SFD,SHOO,SJM,SKX,SMG,SNA,SPB,STZ,SWK,TAP,TBL,TEN,THO,THS,TIVO,TOL,TPR,TPX,TR,TRW,TSLA,TSN,TTWO,TUP,UA,UAA,USFD,UVV,VC,VFC,VNE,VSTO,WBC,WDFC,WHR,WRC,WWAV,WWW,ZNGA
20140123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2744118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20140207,,6973815.8,,2149680.6,,1877302.87,1824011.28,1020643.54,2710285.32,2990153.76,2957520.09,,442457.68,,,3121399.39,,,3472009.9,2602213.71,,2247355.96,13997782.97,2923238.64,3844455.96,,,1897698.16,,,,953801.94,340656.16,356969.96,704868.12,804694.32,711997.8,395163.72,1548896.4,,4111929.92,,2387133.84,1731625.9,,4709834.92,,1646005.68,,,14863935.02,,,918228.96,1439040.12,,7730959.18,11368194.85,2420525.08,1165866.6,3135847.05,,,1437868.8,,1059221.04,,1350115.75,1551226.99,1700604.27,,1595799.9,428916.18,,3738752.28,1484647.56,1002096.48,3557159.55,,497321.9,1281776.58,1792094.85,8581925.7,,,3835257.07,962965.89,,,,,9735985.38,38314364.04,3556771.52,7846546.24,,416861.35,1595028.03,1066780.26,1615155.68,,2415254.8,,,4559071.44,318245.36,2169597.04,1547117.27,,3932439.42,,306666.88,15119378.3,2218312.2,1120419.93,4131629.52,2222463.24,425737.44,2247659.82,18751480.33,,14350856.32,,2007783.72,1047556.21,2273042.94,31064347.6,,,54044435.55,1714828.08,2291208.48,34092662.05,650063.34,392928.25,,,2709654.42,,3826734.5,,2571035.77,,489534.57,,,,524224.93,2660443.5,,668740.56,1555184.0,,2863621.44,3058554.45,2168063.8,,840234.21,601178.55,611389.32,392616.0,1435933.0,,798122.36,,2095491.91,3016472.42,2219368.34,392562.0,1169430.63,1711429.2,,,309800.4,1002824.94,5386924.08,,,1417403.34,,3006849.34,,971394.3,833955.72,
20140307,,5911340.4,,1979235.43,,1681772.01,1470953.32,858595.14,3090929.8,2838990.0,2542505.6,,397729.49,,,2788265.1,,,3051776.42,2378655.63,,2041050.9,12247469.52,2591695.47,3056339.8,,,1684953.27,,,,835110.5,309962.55,323154.0,632173.96,705470.52,611283.9,337772.4,1520588.28,,3879910.8,,2186488.08,1858824.0,,4005136.1,,1340482.5,,,13428858.96,,,833223.4,1247799.14,,6931014.72,9351683.44,,1064626.91,2888620.0,,,1331253.56,,996914.61,,1586616.2,1292494.56,1605914.36,,1217944.77,352569.56,,3103808.97,1393690.24,997716.2,3388148.4,,437769.6,1084892.2,1646960.25,7189370.08,,,3392815.66,801504.9,,,,,9498675.13,32686956.14,3262662.67,7098712.35,,382448.0,1329280.74,962561.28,1529734.56,,1852129.4,,,4125817.28,443284.65,1950460.11,1117394.64,,2914096.24,,273283.83,13070950.75,1974738.02,1070157.2,3534171.96,1929314.98,375994.42,2099332.2,16030559.1,,12388215.35,,1153186.45,1096892.91,2019963.9,28046765.04,,,47398204.68,1595749.92,1835682.4,28491172.38,567806.4,396924.95,,,2243226.33,,3459359.5,,2128683.52,,468095.04,,,,438498.45,2306227.14,,593781.22,1327287.95,,2906483.03,2733535.8,1894829.44,,784960.4,524384.96,543048.32,344838.48,1326417.75,,677983.95,,1947549.75,3390371.49,2312329.8,403125.24,901375.08,1976683.24,,,288264.44,922865.92,4697275.8,,,1221220.08,,2380871.3,,953486.64,637096.5,
20140321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2417445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20140407,,6329946.0,,2193565.46,,1973293.65,1593966.92,967508.79,3202504.88,3213981.4,2786668.44,,379113.84,,,3313875.6,,,2835512.8,2689774.56,,2240960.7,13085227.12,2672950.0,3240544.71,,,1847041.57,,,,975824.82,320759.03,358992.0,755526.32,759151.42,608034.3,329787.42,1650358.32,,4415987.52,,2473453.26,2091215.55,,4174870.64,,1440339.98,,,14383709.46,,,853325.88,1337322.58,,7518958.67,11167229.4,3409437.46,1075394.97,3218544.33,,,1568643.73,,1010608.1,,1675680.0,1505261.24,1717316.8,,1314217.8,380882.7,,3458241.0,1517972.95,1096985.7,3753964.5,,493986.24,1195786.08,1738863.36,8018163.4,,,3695960.31,994980.72,,,,,9978729.8,34373391.4,4165294.7,7804013.46,,413837.6,1556604.0,1071880.2,1830761.36,,1990341.96,,,4281073.72,229241.48,2079713.9,1283307.48,,2988307.14,,287790.13,14141234.56,2042560.96,1342823.68,3901025.8,2081839.2,394238.2,2377990.0,17183178.88,,13863015.0,,1179887.04,1181272.0,2189356.13,29095115.97,,,50661287.64,1710538.07,2049854.82,30715054.2,639084.72,441823.2,,,2447558.37,,3772653.43,,2279604.16,,509601.42,,,,511575.75,2495649.54,,595257.53,1542113.16,,3195742.17,3050557.44,2125555.66,,867456.0,596394.48,613121.04,391878.0,1468531.45,,744178.89,,2246595.12,4762533.74,2535648.75,433397.94,943121.4,2149057.95,,,291593.7,990981.54,4890741.66,,,1504580.7,,2694312.27,,1162422.5,627868.84,
20140507,,6714428.94,,2261587.95,,2068752.84,1491376.8,989088.31,3242702.4,3420238.46,2760428.18,,377127.75,,,3296574.63,,,3069766.87,2672124.24,,2224330.28,13310869.91,2691433.81,3243244.94,,,1884017.52,,,,981263.05,325166.4,346323.6,863503.16,,653068.43,348978.58,1446284.95,,4448901.6,,2521879.22,2108185.71,,4019688.64,,1480172.82,,,14460732.0,,,880844.25,1320608.25,,7606813.26,10546597.78,3208352.15,1083465.39,3141711.9,,,1521445.38,,1076236.02,,1692930.4,1521207.0,1785655.04,,1118483.1,387682.24,,3448000.04,1557178.35,1069883.64,3682188.0,,446735.52,1194531.68,1737822.18,7385516.32,,,3787558.58,1072346.08,,,,,9831764.25,34430518.68,3935527.65,7862919.9,,451466.22,1587247.48,1067915.52,1635038.16,,1864209.8,,,4605290.56,746671.27,2058252.0,1326582.75,,3212169.24,,258252.96,13813228.2,1949545.26,1184189.22,3942997.64,2208444.16,444871.98,2203579.05,17532511.44,,12912722.22,,1158325.85,1111443.0,1956775.6,29880224.5,,,51366460.6,1545908.02,2155445.88,30504025.17,650175.96,490182.16,,,2390468.43,,3912480.8,,2233708.4,,439429.65,,,,492854.04,2366821.6,,632103.2,1547980.68,,3343654.47,2975008.8,2187826.2,,827439.43,643450.28,620193.85,380084.67,1346537.2,,719311.32,,2210106.36,4042679.3,2784820.77,483271.41,994650.0,2164403.2,,,282691.62,1013610.84,5124777.84,,,1525025.32,,2717631.18,,1160835.96,680603.45,
20140522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775915.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20140606,,6756022.62,,2297711.38,,2024651.82,1556069.36,876061.62,3215431.34,3412859.08,2756845.8,,414165.6,,,3323930.74,,,3009964.05,2534234.24,,2221776.95,13786808.8,2765170.9,2908456.35,,,1909124.32,,,,928705.28,312086.51,354715.6,785004.77,774967.29,639968.7,353833.92,1488771.88,,4373341.2,,2565613.48,2056023.3,,4352530.89,,1641507.93,,,14946017.5,,,843864.48,1203118.65,,7770293.08,10547707.84,2839159.76,982434.89,3142854.0,,,1630036.8,,1009272.66,,1743566.27,1511305.74,1916062.69,,1168590.34,369703.62,,3818113.72,1506765.55,1024260.15,3386493.12,,486455.0,1231606.9,1659464.55,7033759.94,,,4027242.63,1010172.81,,,,,9993729.75,36267735.07,3839793.6,7956476.66,,433981.12,1574236.18,1071466.02,1592030.45,,2059512.0,,,5050462.32,252013.33,1875413.76,1158216.81,,3132141.27,,249421.2,14229626.2,1897700.12,1135150.08,4176727.98,2191536.0,430016.84,2124038.16,18757000.29,,12732765.95,,1214433.0,1040382.0,1970669.39,30684889.62,,,52522602.6,1481001.87,2071771.59,31778080.54,619296.86,459888.0,,,2405167.78,,4123960.83,,2100410.12,,418067.1,,,,482693.55,2352514.44,,632972.61,1582240.0,,3133640.16,3136273.35,2228485.2,,854763.99,642361.11,638011.0,337179.8,1285506.56,,714161.76,,2175074.5,4023295.17,2647635.48,444426.66,1005419.31,1845548.61,,,276015.06,992151.49,5050615.75,,,1539980.91,,2788141.64,,1129752.0,662907.1,
20140707,,7673684.76,,2639506.0,,2584283.92,1608439.53,1038192.8,,3895754.13,2972562.92,,478166.82,,,3718119.69,,,3521830.5,2813295.24,,2463549.55,15486854.4,3019925.14,2931079.29,,,2129209.2,,,,1005347.94,340359.21,433702.72,907319.34,855751.91,692209.24,429077.44,1748791.68,,4994419.2,,2952162.8,2820974.13,,5078909.94,,1884652.0,,,16815982.8,,,947715.9,1306461.96,,8897781.12,11691774.64,3777791.66,1095402.84,3442408.75,,,1885296.78,,1176910.56,,1846112.31,1623297.3,2188698.83,,1395984.39,433963.42,,4066236.72,1718659.25,1691693.28,3785357.92,,530373.24,1471370.3,1816048.26,8328607.56,,,4594136.98,1169234.33,,,,,11055352.35,40196406.87,4391784.54,9196143.06,,451271.66,1844911.65,1222375.04,1864835.5,,2168297.1,,,5840622.82,876431.86,2083498.2,1243704.21,,3427951.23,,285728.07,16596740.16,2149125.72,1185980.12,4679549.41,2459986.2,482120.86,2432532.18,21481075.64,,14836785.01,,1139277.36,1187140.24,2118085.92,34872330.68,,,56802721.89,1741094.28,2197183.56,36395518.02,669263.89,559414.15,,,2787133.62,,4816374.73,,2353769.28,,453908.0,,,,477422.1,2759221.8,,685288.45,1768431.6,,3649475.27,3527027.0,2699531.1,,1005783.75,699780.0,706403.75,373898.0,1502912.68,,864630.72,,2539310.4,4444823.61,2960481.04,497327.41,1095978.52,2118908.01,,,270855.9,1151007.06,5758452.5,,,1697749.77,,2883632.4,,1419884.1,674456.77,
20140807,,7136738.0,,2188026.0,,2600780.0,1344156.0,879113.0,,3303618.0,2729047.0,,354440.0,,,3347182.0,,,2978381.0,2494432.0,,2046315.0,12957819.0,2621823.0,2223072.0,,,1745491.0,,,,965268.0,327350.0,400415.0,823069.0,725007.0,717462.0,335922.0,1393917.0,,4339261.0,,2708483.0,2480486.0,,4363230.0,,1665971.0,,,15817554.0,,,785057.0,1098678.0,,7242412.0,10452612.0,3560627.0,990316.0,2992784.0,,,1634842.0,,1010097.0,,1738862.0,1358562.0,2288564.0,,992246.0,377396.0,,3175075.0,1430080.0,1812044.0,3093801.0,,483365.0,1287200.0,1579063.0,7373597.0,,,3586270.0,1126275.0,,,,,9198104.0,34904607.0,3444811.0,7496863.0,,399539.0,1801472.0,1069510.0,1494488.0,,1857764.0,,,5152896.0,702487.0,1843317.0,970098.0,,2827411.0,,250336.0,14311296.0,1795815.0,982517.0,4344589.0,2015170.0,407840.0,2037254.0,18955044.0,,13371411.0,,812387.0,1079149.0,2115487.0,31391616.0,,,49174515.0,1412071.0,2287165.0,30316965.0,581168.0,464203.0,,,2132975.0,,4085204.0,,2148063.0,,355604.0,,,,431727.0,2424440.0,,543385.0,1647221.0,,3305089.0,3210464.0,2518261.0,,909445.0,558992.0,709642.0,363824.0,1227313.0,,778578.0,,2658108.0,4364845.0,2409831.0,495627.0,861788.0,2544043.0,,,262662.0,1084116.0,4957540.0,,,1393672.0,,2609314.0,,1215432.0,578747.0,
20140908,,7299853.0,,2173653.0,,2600676.0,1364604.0,895690.0,,3360130.0,2786255.0,,361252.0,,,3180770.0,,,3033755.0,2499420.0,,2074837.0,12592251.0,2548668.0,2258931.0,,,1794100.0,,,,996340.0,301924.0,404798.0,816604.0,707364.0,715690.0,336091.0,1555648.0,,4301296.0,,2764201.0,2662649.0,,4342355.0,,1678920.0,,,15400503.0,,,770218.0,1075801.0,,7337935.0,10237499.0,3785621.0,966758.0,3015010.0,,,1605621.0,,1101042.0,,1754164.0,1364133.0,2287300.0,,858656.0,383611.0,,3104906.0,1526482.0,,3051508.0,,451519.0,1330955.0,1607753.0,7251946.0,,,3705044.0,912214.0,,,,,9103212.0,35276888.0,3222266.0,7843772.0,,383169.0,1840667.0,1091404.0,1540949.0,,1918903.0,,,4841849.0,,1769108.0,961395.0,,2617619.0,,255056.0,13693862.0,1998868.0,1101588.0,4322363.0,2034669.0,392690.0,2677055.0,19143718.0,,12961850.0,,593256.0,1011290.0,2075692.0,31367521.0,,,50308893.0,1465352.0,2142901.0,30111751.0,569603.0,361899.0,,,2148600.0,,4070097.0,,2216689.0,,389290.0,,,,436432.0,2379910.0,,558480.0,1629598.0,,3288170.0,3194448.0,2628627.0,,873987.0,536993.0,754645.0,360774.0,1273908.0,,796223.0,,2386066.0,5015881.0,2503739.0,417232.0,829010.0,2476888.0,,,266860.0,1096292.0,4938009.0,,,1405481.0,,2661477.0,,1362348.0,600283.0,
20141006,,7847887.0,,2027847.0,,2445465.0,1306292.0,928681.0,,3394618.0,2919917.0,,351538.0,,,2862563.0,,,3324650.0,2380934.0,,2228211.0,13321707.0,2940265.0,2329499.0,,,1816495.0,,,,983031.0,,409692.0,711935.0,716990.0,803970.0,293594.0,1616032.0,,4374462.0,,2989450.0,2645075.0,,4002003.0,,1807860.0,,,13647665.0,,,807528.0,1043229.0,,7351776.0,10243094.0,3774551.0,934353.0,3198345.0,,,,,1229940.0,,1586777.0,1497624.0,2543749.0,,709144.0,388368.0,,3014702.0,1640831.0,,3391105.0,,419528.0,1341028.0,1702135.0,6971888.0,,,3750085.0,788789.0,,,,,9569857.0,40064907.0,3489186.0,7970110.0,,394164.0,1647234.0,1143665.0,1639907.0,,1907115.0,,,5132430.0,609981.0,1795247.0,1047897.0,,2460367.0,,,13743863.0,1983067.0,1200948.0,4629625.0,2063330.0,420736.0,3139606.0,21679454.0,,14926193.0,,637084.0,1074649.0,2238646.0,33372765.0,,,53947067.0,1418239.0,2159672.0,30997361.0,567023.0,354495.0,,,2378659.0,,4327709.0,,2375077.0,,372122.0,,,,441487.0,2394865.0,514548.0,586080.0,1672115.0,,3478294.0,3304764.0,2815544.0,,761163.0,569487.0,808059.0,349495.0,1203493.0,,815139.0,,2675936.0,5541598.0,2739876.0,459116.0,825787.0,2731385.0,,,,1020639.0,5418686.0,,,1206634.0,,2699040.0,,1507441.0,604121.0,
20141021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1477398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20141107,,8055424.0,,2263684.0,,2623066.0,1201762.0,1149782.0,,3886394.0,3433414.0,,419010.0,,,3458149.0,,,3852456.0,2601087.0,,2571496.0,15245430.0,3403497.0,2506577.0,,,2101123.0,,,,1104211.0,,512590.0,846942.0,767800.0,806294.0,363322.0,2008916.0,,5491567.0,,3587773.0,3400920.0,,4488096.0,,2014036.0,,,14510037.0,,,931399.0,1259161.0,,8449995.0,11238060.0,4905774.0,1273815.0,3945817.0,,,1766512.0,,1449684.0,,1936843.0,1754492.0,2794546.0,,947847.0,560873.0,,3793452.0,1918765.0,,3798516.0,,506327.0,1531250.0,2062832.0,8355170.0,,,4339814.0,917021.0,,,,,11345068.0,43896522.0,4281112.0,8886677.0,,471174.0,1965810.0,1437449.0,2036262.0,,2292143.0,,,5880322.0,593158.0,2003679.0,1158037.0,,2787383.0,,,15783857.0,2336842.0,1344226.0,5333741.0,2438991.0,502784.0,3851195.0,25458841.0,,17361869.0,,832865.0,1302462.0,2424424.0,38477617.0,,,62745036.0,1726025.0,2432467.0,36921170.0,700042.0,446438.0,,,2503007.0,,5143207.0,,2656891.0,,446980.0,,,,478746.0,2812784.0,589274.0,703593.0,2034163.0,,4071974.0,3884936.0,3143522.0,,849436.0,651763.0,953308.0,397372.0,1375288.0,,851347.0,,2993068.0,6158999.0,3137495.0,586608.0,850170.0,2897128.0,,,,1098067.0,6198540.0,,,1439763.0,,3563328.0,,1721701.0,729198.0,
20141205,,9549778.0,,2578997.0,,3006232.0,1193493.0,1297542.0,,4306982.0,3721298.0,,429901.0,,,3630473.0,,,4334084.0,2784390.0,,2877009.0,16778010.0,3678949.0,2866703.0,,,2274822.0,,,,1241909.0,,570295.0,1008399.0,856958.0,941569.0,444749.0,2372941.0,,6141806.0,,4057420.0,3860173.0,,4684017.0,,2254417.0,,,17132912.0,,,1009496.0,1461521.0,,9073475.0,12654592.0,4862752.0,1461196.0,4420671.0,,,2119780.0,,1601157.0,,2076504.0,1906654.0,3233564.0,,825296.0,595903.0,,4257657.0,2003133.0,,4202835.0,2367.0,548081.0,1742170.0,2216418.0,9351550.0,,,4756816.0,1143375.0,,,,,12224578.0,49695534.0,4421564.0,10036597.0,,510628.0,2160756.0,1622485.0,2358174.0,,2461377.0,,,6383959.0,769165.0,2058131.0,1415051.0,,2997313.0,,,18559201.0,2668780.0,1534161.0,5898008.0,2707099.0,504292.0,4530972.0,27995373.0,,19611165.0,,695845.0,1410969.0,2789334.0,42357816.0,,,68762249.0,2054634.0,2668771.0,38135582.0,735852.0,502840.0,,,2939350.0,,5703654.0,,3147738.0,,515890.0,,,,549999.0,2929809.0,698170.0,765499.0,2208315.0,,4537548.0,4146294.0,3460794.0,,931287.0,764644.0,957072.0,391709.0,1590540.0,,974357.0,,3233111.0,6589080.0,3485598.0,647797.0,955622.0,3382021.0,,,,1210104.0,7280365.0,,,1602206.0,,4080846.0,,1788899.0,865691.0,
20150108,,10489544.0,,3010412.0,,3132539.0,1277979.0,1493050.0,,4306268.0,4132132.0,,500825.0,,,3914858.0,,,4829376.0,3081515.0,,3303636.0,18573087.0,4225507.0,3243419.0,,,2470028.0,,,,1444719.0,,594837.0,1153546.0,940906.0,988057.0,572737.0,2629148.0,,6746380.0,,4366316.0,4580577.0,,5347640.0,,2501392.0,,,18691868.0,,,1108146.0,1558444.0,,10088649.0,14762880.0,5040675.0,1656163.0,5104277.0,,,2458020.0,,1843072.0,,2290850.0,1949011.0,3493594.0,,802218.0,710296.0,,4425197.0,2193514.0,,4819130.0,,511006.0,1910512.0,2684201.0,10090588.0,,,5168778.0,1274382.0,,,,,13483865.0,52149764.0,4845452.0,11560645.0,,567646.0,2435817.0,1836960.0,2507209.0,,2670191.0,,,7100073.0,522367.0,2224423.0,1827011.0,,3285462.0,,,19120717.0,3016470.0,1781025.0,6364484.0,3006624.0,552195.0,4894820.0,30512665.0,,21023198.0,,810985.0,1553352.0,3235631.0,44342777.0,,,77122715.0,2243922.0,2895036.0,39652466.0,863292.0,587046.0,,,3309093.0,,6205397.0,,3511559.0,,557308.0,,,,563868.0,3221565.0,711952.0,863818.0,2490035.0,,5161582.0,4716375.0,3720784.0,,1082496.0,810785.0,1130878.0,432456.0,1737318.0,,1045816.0,,3565295.0,6728125.0,3680944.0,741169.0,990738.0,3546553.0,,,,1481293.0,8108374.0,,,1797920.0,,4727643.0,,1911749.0,940299.0,
20150220,,8455292.0,,2669796.0,,2822731.0,938678.0,1417270.0,,3877796.0,3638132.0,,447433.0,,,3409342.0,,,4246275.0,2619297.0,,3032914.0,16208520.0,3853707.0,2943085.0,,,2284252.0,,,,1218424.0,,532180.0,988576.0,771726.0,779673.0,481039.0,2261434.0,,5612661.0,,4213620.0,4714780.0,,4417735.0,,2172982.0,,,15664463.0,,,1013549.0,1234976.0,,8874371.0,12265851.0,4261478.0,1338902.0,3997239.0,,,1856870.0,,1507676.0,,2343687.0,1725914.0,3179389.0,,580283.0,618243.0,,3793312.0,1931265.0,,4188823.0,,452995.0,1655934.0,2405066.0,8585053.0,,,4652117.0,1101070.0,,,,,11251478.0,45487661.0,4093013.0,10693238.0,,489854.0,2147701.0,1696390.0,2264336.0,,2179335.0,,,6527020.0,783609.0,1989187.0,1920971.0,,2499333.0,,,16455732.0,2872158.0,1506135.0,5634756.0,2571855.0,480887.0,4771985.0,29463661.0,,18144457.0,,683407.0,1349482.0,2822918.0,39390930.0,,,63447630.0,1991795.0,2480796.0,34587456.0,758894.0,590361.0,,,2552444.0,,5885320.0,,2821478.0,,499727.0,,,,543693.0,2934602.0,706301.0,778223.0,2156672.0,,5140539.0,4103298.0,3408975.0,,877060.0,732822.0,1079591.0,299101.0,1553572.0,,914484.0,,3129346.0,5428771.0,3230351.0,694537.0,940219.0,3327470.0,,,,1191197.0,6759848.0,,,1458295.0,,4352701.0,,1606300.0,812090.0,
20150306,,9439063.0,,3116588.0,,3540186.0,1130639.0,1542260.0,,4396260.0,3635448.0,,468456.0,,,4283701.0,,,4553906.0,3143309.0,,3485376.0,18581964.0,4308119.0,3672092.0,,,2554110.0,,,,1442246.0,,637848.0,1131786.0,881086.0,786573.0,464820.0,2772511.0,,7145979.0,,4693914.0,5448511.0,,5674221.0,,2542904.0,,,19260301.0,,,1220669.0,1187540.0,,9944910.0,15421939.0,4750696.0,1576884.0,4500772.0,,,2244491.0,,1930051.0,,2891994.0,2156099.0,3898133.0,,644140.0,692631.0,,4174133.0,2404761.0,,4706527.0,,498547.0,1807140.0,2904946.0,10365646.0,,,4980951.0,1338865.0,,,,,12509136.0,52276783.0,4253638.0,11552516.0,,540905.0,2640656.0,1895929.0,2742922.0,,2278078.0,,,7547137.0,1050148.0,2306793.0,2187890.0,,2734569.0,,,19003168.0,3501544.0,1870259.0,6485901.0,2978264.0,567247.0,6234682.0,34073463.0,,20756389.0,,981579.0,1590408.0,3266335.0,45367879.0,,,70449757.0,2302767.0,2865124.0,39476101.0,918854.0,778617.0,,,2691480.0,,7132856.0,,2549917.0,,641914.0,,,,631331.0,3593960.0,857201.0,887464.0,2617455.0,,5899132.0,4720812.0,3707151.0,,1087108.0,873537.0,1086196.0,351488.0,1896690.0,,1069283.0,,3535508.0,6009510.0,3710753.0,683760.0,1105201.0,3928511.0,,,,1368012.0,8108558.0,,853553.0,1957019.0,,5057975.0,,2184068.0,951883.0,
20150409,,8554473.0,,2964432.0,,3250861.0,980335.0,1368352.0,,4025618.0,3377195.0,,453408.0,,,3936612.0,,,4470583.0,2762676.0,,3193760.0,16803449.0,4133674.0,3265272.0,,,2344285.0,,,,1375580.0,,645633.0,980721.0,653507.0,718799.0,444771.0,2644956.0,,6539419.0,,4373246.0,5259051.0,,5333401.0,,2420357.0,,,18182117.0,,,1191166.0,1032877.0,,9676028.0,14496626.0,3931734.0,1536323.0,4077560.0,,,2050801.0,,1856342.0,,2659079.0,1987974.0,3838553.0,,830178.0,687343.0,,3656786.0,2193733.0,,4311279.0,,497924.0,1595692.0,2730867.0,9315320.0,,,4716655.0,1205396.0,,,,,11198927.0,45276245.0,3784904.0,15152982.0,,525449.0,2470950.0,1806211.0,2614868.0,,2157580.0,,,6801474.0,,2000413.0,1928563.0,,2181489.0,,,17123500.0,3263079.0,1674016.0,5842205.0,2849446.0,468680.0,5840057.0,28302257.0,,20080338.0,,1015365.0,1467786.0,3046255.0,40694087.0,,,63535329.0,2111739.0,2490541.0,33816478.0,872991.0,716208.0,,,2467004.0,,6088281.0,,2263140.0,,650845.0,,,,612476.0,3392553.0,833017.0,839707.0,2416130.0,,5597673.0,4308091.0,3400140.0,,992353.0,845669.0,1035122.0,310579.0,1779624.0,,1000106.0,,3303196.0,5248488.0,3201968.0,603074.0,990243.0,3793887.0,,,,1221056.0,7315408.0,,760817.0,1889547.0,,4466707.0,,2214501.0,975482.0,
20150508,,11459671.6,,3894372.16,,4183016.18,1316342.23,1719124.2,,5201037.66,4628913.78,,598150.4,,,4951428.8,,,5693408.1,3562525.79,,3916533.67,21205243.12,5146592.7,3895012.77,,,2937178.74,,,,1948668.04,,846953.17,1315640.58,831265.64,943130.0,563631.25,3120364.6,,8905153.0,,5323147.5,6677213.14,,6703986.3,,3134336.04,,,23105098.4,,,1524101.82,1377188.02,,12349895.76,17531297.22,5221405.53,1894186.25,5074548.3,,,2826316.96,,2264903.52,,3306306.42,2929007.04,4601052.12,,1046843.76,761677.84,,4392586.66,2704727.75,,5028943.2,,467344.53,2100924.0,3394462.32,12240878.98,,,5928511.29,1542622.5,,,,,14819448.07,58918672.8,4587290.16,18420751.5,,645283.02,3200106.66,2173147.43,3018861.2,,3042234.88,,,9296829.08,962291.09,2770702.51,2457904.08,,3521210.88,,,23395301.73,3979222.5,2146887.9,7173760.88,3569370.6,604143.81,7411343.94,36434798.4,,25568524.24,,1239293.25,1906166.13,3820511.61,52122145.44,,,79374514.96,2364848.3,3086667.52,47730149.28,1047324.6,909462.5,,,3147317.55,,8349603.0,,2970240.24,,712487.7,,,,812357.38,4182857.28,1360489.6,1060866.95,3213530.4,,7213786.8,5746116.6,4341868.15,,1325236.85,1034863.83,1286833.36,389987.65,2100876.02,,1372911.4,,4294117.38,8094624.45,4265526.0,736169.4,1231828.64,4778708.55,,,,1669044.0,9165654.35,,1029454.0,2500449.4,,5072381.6,,2831580.06,1172472.42,
