ACV,ADM,ADNT,ALV,APTV,ATVI,AVP,BC,BEAM,BF,BG,BGG,BGS,BLD,BTI,BWA,BYND,CAA,CAG,CCE,CEDC,CHD,CL,CLX,COH,COLM,COTY,CPB,CPO,CPRI,CQB,CRI,CROX,CTB,DAN,DAR,DECK,DF,DHI,DLM,DLPH,DMND,DPS,EA,EK,EL,ELY,ENR,EPC,ERTS,F,FDP,FIZZ,FLO,FOSL,GIII,GIS,GM,GMCR,GNTX,GPC,GPRO,GRMN,GT,GTX,HAIN,HANS,HAR,HAS,HBI,HELE,HLF,HNI,HNZ,HOG,HRL,HSH,HSY,HYH,ICON,INGR,JAH,JCI,JEF,JNY,K,KATE,KBH,KDP,KFT,KHC,KMB,KO,KORS,KRFTV,KTB,LANC,LEA,LEG,LEN,LEVI,LKQ,LKQX,LNCE,LO,LP4018,LUK,LULU,LW,MAT,MATK,MDC,MDLZ,MHK,MIDD,MJN,MKC,MLHR,MNST,MO,MON,NKE,NTY,NUS,NVR,NWL,PEP,PF,PFGC,PG,PHM,PII,PM,POOL,POST,PPC,PTON,PVH,RAH,RAI,REYN,RL,ROKU,RYL,SAM,SEB,SFD,SHOO,SJM,SKX,SMG,SNA,SPB,STZ,SWK,TAP,TBL,TEN,THO,THS,TIVO,TOL,TPR,TPX,TR,TRW,TSLA,TSN,TTWO,TUP,UA,UAA,USFD,UVV,VC,VFC,VNE,VSTO,WBC,WDFC,WHR,WRC,WWAV,WWW,ZNGA
20150605,,9577959.0,,3260767.0,,3659664.0,823978.0,1368277.0,,4238183.0,3806591.0,,511138.0,,,3920353.0,,,4726470.0,2778034.0,,3164719.0,16462320.0,4097402.0,2783212.0,,,2465858.0,,,,1562145.0,,576986.0,1041601.0,726291.0,706518.0,493748.0,2512341.0,,7291649.0,,4260011.0,5641153.0,,5658167.0,,2569670.0,,,17344655.0,,,1144107.0,914568.0,,9738281.0,14115353.0,3067409.0,1471443.0,4046264.0,,,2475631.0,,1844686.0,,2406891.0,2324341.0,3669619.0,,1013247.0,619351.0,,3276475.0,2247393.0,,3962164.0,,352748.0,1680549.0,2800097.0,9989493.0,,,4541481.0,919582.0,,,,,11499704.0,46358156.0,2635326.0,14355285.0,,506474.0,2601872.0,1887007.0,2432596.0,,2511944.0,,,7487110.0,296363.0,2257613.0,1835492.0,,2508110.0,,,19142108.0,3360230.0,1824890.0,5620589.0,2900760.0,470208.0,5416839.0,29150382.0,,20528336.0,,858962.0,1519107.0,3096962.0,41257974.0,,,61432041.0,1846180.0,2534326.0,37376978.0,851429.0,643159.0,,,2481806.0,,6784281.0,,2277577.0,,568874.0,,,,617123.0,3344446.0,1259345.0,794394.0,2613552.0,,5745221.0,4664251.0,3416765.0,,1041917.0,830444.0,869733.0,289115.0,1670743.0,,1040547.0,,,6982264.0,3548041.0,668183.0,946337.0,3750013.0,,,,1404708.0,6977995.0,,845912.0,2002407.0,,4199698.0,,2432278.0,877581.0,
20150708,,8464796.0,,2900523.0,,3457915.0,781582.0,1317418.0,,4380082.0,3555343.0,,463792.0,,,3663132.0,,,5223066.0,2637645.0,,2989647.0,15661273.0,3863589.0,2725651.0,,,2349278.0,,,,1566339.0,,520873.0,944132.0,678015.0,680155.0,424280.0,2576933.0,,6873557.0,,3960847.0,5798554.0,,5410136.0,,2304787.0,,,16816107.0,,,1105654.0,842950.0,,9411016.0,12634511.0,2463444.0,1359188.0,3828237.0,,,2248372.0,,1889675.0,,2370148.0,2381551.0,3777414.0,,1045706.0,651103.0,,3295172.0,2132633.0,,3635342.0,,336893.0,1625213.0,2634428.0,9193187.0,,,4417932.0,808041.0,,,,,10881545.0,43529317.0,2423212.0,14290933.0,,494231.0,2448773.0,1890176.0,2559087.0,,2591414.0,,,,3662546.0,2138672.0,1904990.0,,2471326.0,,,18709131.0,3304837.0,1800926.0,5121352.0,2887764.0,500943.0,5564149.0,26955782.0,,21117102.0,,799980.0,1472801.0,3082537.0,38947589.0,,,59842432.0,1852842.0,2530385.0,34955715.0,861677.0,804654.0,,,2634468.0,,8786749.0,,2274307.0,,604380.0,,,,662307.0,2961050.0,1279237.0,,2607178.0,,5515738.0,4545857.0,3176338.0,,990610.0,731296.0,895759.0,276580.0,1697523.0,,1120205.0,,,7182230.0,3530748.0,664497.0,905434.0,3927731.0,,,,1304307.0,6591086.0,,808695.0,1861081.0,,3850396.0,,2381787.0,828449.0,
20150807,,9600487.0,,2986802.0,,4225733.0,772331.0,1554277.0,,5383693.0,3776094.0,,553837.0,361880.0,,3650316.0,,,6141564.0,3151900.0,,3675046.0,18717063.0,4755561.0,2798533.0,,,2827963.0,,,,1707542.0,,574326.0,978801.0,686094.0,770594.0,544978.0,3181758.0,,7241755.0,,4952831.0,7274898.0,,6468453.0,,787296.0,1918834.0,,19425848.0,,,1285639.0,957787.0,,11238587.0,13941319.0,2773079.0,1530912.0,4364486.0,,,2596620.0,,2260256.0,,2510997.0,2899797.0,4437790.0,,1130128.0,713803.0,,3963906.0,2588055.0,,4410293.0,,338133.0,2045479.0,3475520.0,9661205.0,,,5358643.0,815875.0,,,,15182101.0,13499669.0,51490190.0,2708316.0,,,580932.0,2636684.0,2239460.0,3014700.0,,3085078.0,,,,994825.0,2432634.0,2133721.0,,2566446.0,,,23830037.0,4033868.0,2255367.0,5864788.0,3391606.0,541000.0,7240724.0,34493151.0,,25919459.0,,762458.0,1859049.0,3721760.0,46157155.0,,,67945479.0,2166296.0,2712341.0,42807886.0,990384.0,959479.0,,,3108790.0,,11480855.0,,2486086.0,,679896.0,,,,741544.0,3473987.0,1984249.0,,3103001.0,,6524889.0,5199372.0,3620307.0,,996635.0,819544.0,1140203.0,313066.0,2016758.0,,1409733.0,,,8403351.0,4189738.0,874839.0,941190.0,5401130.0,,,,1433757.0,8434133.0,,949557.0,2141011.0,,4532798.0,,2921287.0,975093.0,
20150908,,9121633.0,,2939366.0,,4688105.0,739440.0,1506710.0,,4995742.0,3400586.0,,578808.0,397705.0,,3227658.0,,,5817028.0,3606926.0,,3690109.0,17454899.0,4765747.0,2732724.0,,,2788891.0,,,,1684837.0,,686231.0,933303.0,690420.0,698953.0,509355.0,3312334.0,,7126369.0,,4807518.0,6721965.0,,5820179.0,,850735.0,1792725.0,,18020625.0,,,1399470.0,861751.0,,11057643.0,12989752.0,2139537.0,1487318.0,4152542.0,,,2626250.0,,2043070.0,,2274312.0,2732157.0,3952449.0,,1283984.0,678197.0,,3829168.0,2693227.0,,4293379.0,,218045.0,2021565.0,3254802.0,8804371.0,,,5427139.0,791808.0,,,,14064942.0,12676537.0,50412605.0,2823422.0,,,597903.0,2614155.0,2003298.0,2971186.0,,2982416.0,,,,304400.0,2213835.0,2189846.0,,2592881.0,,,22519762.0,3998885.0,2036072.0,5185325.0,3311605.0,531519.0,6652865.0,34437634.0,,25434635.0,,881122.0,1916657.0,3699562.0,44831384.0,,,62663018.0,2221754.0,2597270.0,40403458.0,990083.0,1295677.0,,,3217219.0,,11377521.0,,2198782.0,,663172.0,,,,743734.0,3729252.0,1889153.0,,3047133.0,,7087232.0,5100263.0,3552596.0,,942788.0,810840.0,1114117.0,285139.0,1939224.0,,1454120.0,,,7921851.0,4030722.0,807454.0,834127.0,5248705.0,,,,1450751.0,8047770.0,,969475.0,2058808.0,,4320170.0,,2642161.0,911072.0,
20151021,,7157130.0,,2724923.0,,4405933.0,398076.0,1245236.0,,1881274.5,2992399.0,,598254.0,,,2672116.0,,,4959234.0,2891959.0,,3117305.0,16197721.0,4214419.0,2265364.0,,,2591066.0,,,,1339931.0,,593717.0,724017.0,528853.0,539726.0,440324.0,2720087.0,,6131029.0,,4278897.0,5988965.0,,5167070.0,,681528.0,1435997.0,,14995311.0,,,1295362.0,658211.0,694477.0,9529639.0,12270225.0,1778860.0,1283772.0,3564353.0,660584.0,,2236676.0,,1498825.0,,1933911.0,2302781.0,3304427.0,,1003945.0,537666.0,,3208411.0,2423000.0,,3806313.0,,,1764011.0,2752335.0,7670874.0,,,4803978.0,690712.0,,,,11893859.0,11263178.0,44539419.0,2320159.0,,,538187.0,2369664.0,1597695.0,1243133.5,,2455097.0,,,,4066689.0,1940037.0,1608340.0,,2018622.0,,,19130654.0,3278219.0,1707023.0,4047507.0,2704955.0,487252.0,5827237.0,30245421.0,,23638031.0,,696476.0,1647238.0,3017523.0,39281042.0,1302091.0,,55335241.0,1714868.0,2087536.0,34849193.0,882928.0,1015574.0,,,2389168.0,,10405044.0,,1999031.0,,540671.0,,,,589728.0,3330972.0,1624781.0,,2492925.0,709203.0,6106366.0,4214072.0,3721621.0,,774387.0,665837.0,947949.0,,1570863.0,,1254025.0,,,6855840.0,3720651.0,696645.0,697710.0,4938587.0,,,,1094303.0,6586017.0,,794719.0,1599077.0,,3275946.0,,1997543.0,631607.0,
20151106,,11421758.0,,4382462.0,,7183084.0,722954.0,2032404.0,,2971261.0,4314854.0,,862359.0,,,3980076.0,,,7191907.0,4441577.0,,4627768.0,24534969.0,6443675.0,3545194.0,,,3754702.0,,,,1952375.0,,907971.0,1107842.0,688676.0,748404.0,698213.0,3944842.0,,9717341.0,,7007859.0,9230221.0,,7465722.0,,1090280.0,2164849.0,,23708959.0,,,2052945.0,926548.0,898683.0,14292445.0,20671468.0,2505375.0,1972045.0,5655074.0,765225.0,,3634206.0,,2101676.0,,3214021.0,3547318.0,5283770.0,,1491841.0,778631.0,,4180552.0,3740379.0,,5321932.0,,,2787064.0,3649318.0,12139730.0,,,7375546.0,939723.0,,,,19035050.0,17914482.0,68110912.0,3069098.0,,,906462.0,3937264.0,2531722.0,1875622.5,,3707735.0,,,,555932.0,2771525.0,2259558.0,,3419201.0,,,30554366.0,5106851.0,2753352.0,6829206.0,3998708.0,784556.0,8516728.0,48705743.0,,36488972.0,,933165.0,2587661.0,4671798.0,61667577.0,1983203.0,,85112296.0,2417305.0,2838944.0,56257495.0,1440159.0,1605272.0,,,3082023.0,,16453153.0,,2720511.0,,,,,,812144.0,5766784.0,1639685.0,,3959131.0,1082817.0,9523620.0,6672289.0,5721038.0,,1414580.0,1014595.0,1518226.0,,2395818.0,,1977603.0,,,8274510.0,5547795.0,1163560.0,1210014.0,7028504.0,,,,1707927.0,9444292.0,,1157667.0,2485109.0,,5155867.0,,2959002.0,784341.0,
20151209,,7226042.0,,3602890.0,,6160498.0,489055.0,1570900.0,,2283646.0,3112685.0,,708942.0,,,3142326.0,,,5746531.0,3447411.0,,3652344.0,19226703.0,5200091.0,2860126.0,,,3059645.0,,,,1462547.0,,721010.0,856606.0,588792.0,519939.0,578952.0,3429771.0,,8126351.0,,5571321.0,6872618.0,,6178614.0,,680391.0,1624812.0,,18160968.0,,,1413293.0,517768.0,590760.0,11246681.0,16969474.0,2051512.0,1590796.0,4468240.0,493333.0,,3057581.0,,1422764.0,,2383718.0,2673705.0,4016329.0,,1214928.0,641637.0,,3053831.0,3285242.0,,4100674.0,,,2290964.0,3011700.0,9784476.0,,,5693331.0,835227.0,,,,14241919.0,14115105.0,54264381.0,2707851.0,,,733019.0,3140827.0,2070205.0,1518107.0,,2925084.0,,,,1409896.0,1942219.0,1742609.0,,2739746.0,,,22878495.0,3945425.0,2048395.0,5313299.0,3240043.0,619106.0,7645928.0,36728294.0,,29162449.0,,672573.0,2086275.0,3892342.0,47850138.0,1555075.0,,66021229.0,2029835.0,2112606.0,44028568.0,1144950.0,1372394.0,,,2452232.0,,12467058.0,,2416257.0,,,,,,587215.0,4716109.0,1254387.0,,3256751.0,844529.0,7844882.0,5439770.0,4729790.0,,1064723.0,858201.0,1212169.0,,1956858.0,,1602800.0,,,7288190.0,4948800.0,979855.0,921718.0,5045939.0,,,,1482208.0,7164555.0,,908223.0,1886919.0,,4144423.0,,2325174.0,606873.0,
20160122,,6995206.0,,3512525.0,,6241446.0,565141.0,1469639.0,,2103563.0,3108652.0,,646749.0,,,3096695.0,,,5832920.0,3285687.0,,3556896.0,19096157.0,5232498.0,2902824.0,,,3016212.0,,,,1478877.0,,630467.0,677925.0,556834.0,486113.0,503387.0,3358986.0,,7673864.0,,5626204.0,6825958.0,,6263972.0,,682596.0,1503528.0,,17551533.0,,,1281535.0,484383.0,569626.0,11013752.0,15391974.0,3340418.0,1490435.0,4138266.0,452681.0,,2807627.0,,1328548.0,,2140074.0,2414519.0,3685225.0,,1109988.0,507220.0,,2783088.0,3409376.0,,4099100.0,,,2191382.0,3781116.0,8173956.0,,,5893402.0,729032.0,,,,13826073.0,14767818.0,53738063.0,2356289.0,,,716660.0,2956027.0,1827618.0,1465105.5,,2892747.0,,,,571736.0,1852626.0,1863052.0,,2946641.0,,,22773115.0,3848215.0,1975963.0,4973929.0,3179752.0,551557.0,7141589.0,36474677.0,,27008563.0,,689257.0,1930525.0,3762713.0,46521653.0,1485293.0,,69043501.0,1809372.0,1674736.0,43527142.0,1099739.0,1222832.0,,,1942813.0,,12224997.0,,2095378.0,,,,,,540213.0,4717385.0,1253775.0,,3181741.0,884235.0,7882060.0,5107137.0,4729623.0,,845111.0,818779.0,1082748.0,,1725639.0,,1401238.0,,,7734322.0,5038778.0,942178.0,892403.0,4640073.0,,,,1403885.0,6784877.0,,883479.0,1743022.0,,3670281.0,,2191061.0,548773.0,
20160205,,7573596.0,,3252062.0,,6307121.0,529335.0,1304649.0,,2316881.5,3174850.0,,760959.0,,,2359399.0,,,6471939.0,3482103.0,,3955140.0,21746348.0,5981080.0,3695775.0,,,3640476.0,,,,1815292.0,,679505.0,653653.0,532487.0,570224.0,656283.0,3243759.0,,6530301.0,,6363947.0,7202512.0,,6812498.0,,718529.0,1596396.0,,16709158.0,,,1378357.0,483262.0,710784.0,12126368.0,15069924.0,3723332.0,1433589.0,4664124.0,322192.0,,2739690.0,,1347261.0,,1897838.0,2988507.0,4300435.0,,1077941.0,535679.0,,2752000.0,3896186.0,,4545154.0,,,2586087.0,3945222.0,8340995.0,,,6727985.0,817764.0,,,,16664093.0,16736593.0,60315176.0,2634398.0,,,705863.0,2804656.0,2028179.0,1416634.0,,3001533.0,,,,344336.0,1981801.0,2475848.0,,3364656.0,,,24591308.0,3800139.0,1859880.0,5130552.0,3675914.0,551163.0,7272716.0,43018446.0,,30044217.0,,651357.0,2180971.0,3719816.0,51939858.0,1687464.0,,79793240.0,1912282.0,1617391.0,50068153.0,1295470.0,1305135.0,,,2174543.0,,14864820.0,,2375325.0,,,,,,654970.0,5513525.0,1316839.0,,3364487.0,923884.0,9479072.0,5071341.0,5118725.0,,793927.0,855762.0,1556012.0,,1609279.0,,1350952.0,,,6921822.0,5663844.0,1050300.0,840058.0,5524416.0,,,,917326.0,7665057.0,,1079904.0,1717515.0,,3774074.0,,2386744.0,621544.0,
20160321,,7441236.0,,3337534.0,,5699080.0,590699.0,1382635.0,,2313246.0,2529157.0,,716878.0,,,2615152.0,,,6494611.0,3612637.0,,4244664.0,21000533.0,5821009.0,3856618.0,,,3956323.0,,,,1884220.0,,727247.0,679037.0,529887.0,655248.0,629124.0,3128618.0,,6661532.0,,6166834.0,7121711.0,,7250780.0,,867077.0,1637330.0,,17393166.0,,,1141372.0,690468.0,754220.0,12546467.0,14871027.0,3809258.0,1513876.0,4847726.0,331915.0,,2891671.0,,1359720.0,,1942381.0,3038442.0,3981478.0,,1268174.0,536193.0,,2956713.0,4090865.0,,4657840.0,,,2580503.0,3906669.0,8422989.0,,,6736930.0,903594.0,,,,16335326.0,16871374.0,60217588.0,3721508.0,,,701501.0,2718207.0,2166591.0,1402027.0,,3010001.0,,,,1212028.0,1717021.0,2484422.0,,3936546.0,,,22974917.0,4075557.0,1892466.0,4904671.0,3868891.0,557282.0,6715380.0,43061381.0,,29647209.0,,623033.0,2147744.0,3621023.0,50834217.0,1687217.0,,77917752.0,1947438.0,1911515.0,50307456.0,1222352.0,1538678.0,,,2328910.0,,14910184.0,,1902693.0,,,,,,708928.0,5445453.0,1526895.0,,2998864.0,924372.0,8734858.0,5020510.0,5519612.0,,939123.0,905186.0,1643489.0,,1588257.0,,1281889.0,,,6902954.0,6828082.0,1089273.0,897531.0,5376580.0,,,,959862.0,7920501.0,,1096481.0,1793775.0,,4331875.0,,2430725.0,690850.0,
20160407,,8504519.0,,4075476.0,,6740307.0,799884.0,1707224.0,,2505573.5,3141852.0,,838633.0,,,3236207.0,,,7612417.0,4168791.0,,4661733.0,24628806.0,6462101.0,4367866.0,,,4500567.0,,,,2110317.0,,742504.0,811022.0,823349.0,729077.0,625433.0,3873828.0,,8110206.0,,6573265.0,8013097.0,,8173939.0,,981419.0,1869541.0,,20303561.0,,,1350314.0,710482.0,775220.0,14653986.0,16991197.0,,1777500.0,5781273.0,368922.0,,3415322.0,,1648559.0,,2418095.0,3443161.0,4351431.0,,1548188.0,663638.0,,3553406.0,4633517.0,,5139099.0,,,3025407.0,4746294.0,9831780.0,,,7558305.0,1259905.0,,,,18300934.0,19106204.0,70803743.0,3981355.0,,,844031.0,3281728.0,2541302.0,1755308.0,,3718342.0,,,,455988.0,2067395.0,2897772.0,,4455210.0,,,24761965.0,4742069.0,2374330.0,6181748.0,4489349.0,717142.0,7902172.0,47797978.0,,32669954.0,,861938.0,2511791.0,4624863.0,57902475.0,1897775.0,,85554618.0,2285325.0,2295295.0,59648335.0,1433205.0,1733472.0,,,3164253.0,,16302365.0,,2194075.0,,,,,,801674.0,6077974.0,1592286.0,,3594260.0,1133648.0,10401882.0,6249832.0,6889276.0,,1160751.0,1138434.0,1901164.0,,1753377.0,,1467417.0,,,9000046.0,7724540.0,1235139.0,1130939.0,6068536.0,,,,1207555.0,8642343.0,,1253257.0,2206711.0,,5343378.0,,2779109.0,711592.0,
20160509,,10405369.0,,4720851.0,,7650065.0,896539.0,1913131.0,,2750815.0,3896188.0,,1118687.0,,,3436682.0,,,8465553.0,4803232.0,,5262394.0,27707167.0,7093904.0,4893651.0,,,4855898.0,,,,2415329.0,,790413.0,844885.0,1043280.0,821827.0,691095.0,4329001.0,,8942584.0,,7453347.0,8371892.0,,9310319.0,,1178275.0,2131604.0,,23135191.0,,,1566962.0,730499.0,792554.0,15927483.0,19559226.0,,2027600.0,6279317.0,435865.0,,3385347.0,,1888472.0,,2392916.0,4159971.0,4975626.0,,1642477.0,841566.0,,3851702.0,4559154.0,,5844049.0,,,3621422.0,,11744269.0,,,8476675.0,1442244.0,,,,20314282.0,19772133.0,76394035.0,4056292.0,,,994095.0,3793764.0,2929551.0,1865070.5,,4294540.0,,,,497331.0,2432444.0,3140828.0,,4625819.0,,,29494918.0,5361663.0,2752951.0,7110917.0,4734577.0,791389.0,9476985.0,53732248.0,,34818510.0,,1020636.0,2651419.0,9102672.0,65127039.0,2042744.0,,93005539.0,2553286.0,2590981.0,66528402.0,1608257.0,2014825.0,,,3428120.0,,17969435.0,,2371076.0,,,,,,848467.0,6650578.0,1889898.0,,4049216.0,1352976.0,12012250.0,7460923.0,7692955.0,,1352274.0,1279952.0,2181447.0,,1852114.0,,1657201.0,,,10713579.0,8442205.0,1267770.0,1283115.0,3367949.0,,,,1337819.0,9369545.0,,1282697.0,2617702.0,,5885584.0,,3104413.0,828172.0,
20160622,,10413254.67,,4416902.64,,8142759.56,697405.8,1781865.01,,2614644.2199999997,3907431.13,,1091988.99,,,3042622.3,,,8113760.8,,,5224560.96,25707254.28,6804779.06,4476732.3,,,4454136.09,,,,2127526.94,,683212.32,737499.12,1027114.55,694608.72,681441.84,4112856.48,,7713595.92,,7002976.6,9708721.5,,8329677.46,,1199673.51,1924747.76,,21509130.5,,,1432893.75,474681.84,644893.2,15234320.36,17979962.96,,1958611.98,5926270.32,329122.69,,3054435.88,,2084390.4,,2276158.08,4009404.28,4335937.25,,1533332.43,832116.34,,3491172.23,3803062.02,,5446209.6,,,3451619.18,,11704518.2,,,7670149.95,1146097.94,,,,20229561.87,18750976.96,71074649.2,3134665.44,,,961717.59,3657214.2,2788977.66,1753428.3599999999,,4141091.54,,,,1533477.51,2468333.2,2910287.59,,4432786.48,,,28545851.76,5116103.59,2911123.8,6274096.84,4579859.67,771965.78,9211650.0,50959730.0,,30485581.5,,925536.45,2587369.0,8908444.31,59805836.14,1888350.86,,87915595.68,2437430.52,2100249.06,62528483.32,1574179.87,1992222.1,,,3143331.8,,16826978.7,,2244865.34,,,,,,780483.88,6321375.9,1665537.78,,3844357.74,1297890.38,11016538.95,7051114.0,7456253.22,,1266878.76,1215110.0,2187475.3,,1848110.0,,1486123.72,,,10254962.97,7644989.7,1349359.89,1169565.18,2700450.705,,,,1044096.5,8654814.64,,1254500.0,2356428.1,,5515372.7,,3219934.75,747538.71,
20160707,,8796052.76,,3309352.55,,7045698.81,577531.08,1431114.96,,2277654.4450000003,2892435.0,,1056881.4,,,2238354.0,,,7282562.63,,,4608545.99,22816000.8,6247478.16,3954916.98,,,4164445.35,,,,1883454.3,,533092.14,544104.0,851654.2,641060.4,576076.05,3629077.36,,5964277.6,,6266745.39,7975406.72,,7071161.76,,1108064.8,1745852.03,,17119397.25,,,1188075.0,407921.94,636651.0,14796546.44,13840935.7,,1560001.95,5287578.75,295956.18,,2385635.86,,1793288.5,,1765622.88,3292324.01,3313088.94,,1323948.6,717666.13,,2866402.8,3453905.4,,5566684.5,,,3253885.04,,10016170.78,,,7182505.55,924028.74,,,,18400389.28,17280961.04,61603515.33,3050590.44,,,865578.63,2623779.84,2400125.6,1542371.65,,3395450.4,,,,893862.68,2012879.5,2797595.22,,3719880.36,,,24653813.73,4221590.72,2310532.0,5912453.25,4292187.46,622937.49,7896967.98,47090163.52,,25653040.8,,906155.42,2282395.88,7741815.15,53410074.76,1771333.14,,78665542.28,2138423.31,1712217.92,55075988.84,1378291.74,1852917.52,,,2669253.21,,15583073.5,,1780659.78,,,,,,664322.48,6366470.52,1375560.48,,3205482.02,1135831.2,10184339.6,5827483.12,6499220.58,,930335.6,1034933.64,2018406.95,,1430616.33,,1173779.76,,,8322649.68,7006003.84,1123417.92,993792.24,2457991.83,,,,783204.81,7160018.58,,1010014.53,1669137.96,,4419126.16,,2901736.92,704839.84,
20160805,,10356453.8,,3644492.6,,7998426.24,695554.86,1761758.1,,2503637.415,3600921.28,,1264935.21,,,2824016.16,,,7978892.6,,,4929290.24,25988723.1,6628603.11,4689721.35,,,4367057.37,,,,2012242.5,,659437.11,,1017778.44,823342.73,666036.8,4239744.48,,7238699.88,,7156652.99,9000341.28,,8084343.8,,1248314.25,1966082.57,,19315273.38,,,1311703.53,515080.0,630752.71,16708026.79,17280198.28,,1995632.13,5980426.56,387112.64,,2981536.65,,2137519.89,,2282434.16,3561041.97,3931550.2,,1731058.53,899815.93,,3745677.6,3942404.55,,6086151.24,,,3746708.8,,11641362.88,,,8151070.5,1087666.74,,,,20126364.69,18243231.0,66423446.38,3566869.8,,,985486.68,3271898.0,2761396.96,1750956.22,,4119922.0,,,,730110.05,2381450.94,3290263.45,,4438872.4,,,26690010.66,5208456.32,2708429.62,6509637.6,4610759.25,763704.85,8843002.76,51789146.0,,28894299.0,,1171489.2,2431330.0,9367624.82,61515619.76,2158477.69,,89083527.03,2608634.7,2323488.75,60813805.86,1685778.96,2181483.9,,,3202288.22,,16204472.06,,2189564.98,,,,,,761334.8,7214071.36,1250553.26,,3569487.87,1372173.12,11356177.4,7143668.3,7355111.36,,1261978.56,1368075.96,2277712.87,,1674521.83,,1806498.18,,,10312681.17,8648368.0,1331163.4,1238180.72,2700128.38,,,,932827.81,8143618.92,,1184833.65,2054632.57,,5716362.12,,3836911.54,950187.51,
20160819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786168.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20160909,,7989875.84,,2931311.26,,6602403.78,780546.6,1308645.45,,1979930.1,2800864.8,,986824.32,,,2345122.88,,,6373218.35,,,3998274.72,20801075.4,5266235.52,3328761.48,,,3413192.64,,,,1503866.78,,540339.03,660363.9,727767.04,646965.0,493427.91,3312631.56,,5993169.22,,5455120.3,7676153.77,,6171682.18,,960032.92,1489546.17,,15404419.8,,,845322.45,369909.12,398950.09,13080595.64,14014220.64,,1596670.29,4820612.88,359452.4,,2445588.75,,1192574.25,,1874105.01,2848557.26,3135966.4,,1228000.5,772881.44,,2963900.7,3236145.58,,4398056.81,,,3087078.4,,8840284.2,,,6437618.47,749870.76,,,,16706082.69,14329529.82,52545262.12,2704732.25,,,811619.49,2665250.51,2190515.2,1406696.72,,3436381.53,,,,1016356.39,2001155.85,2596978.93,,3500813.97,,,21893090.94,4250918.84,2310416.35,4934485.35,3683101.08,673967.95,6786702.89,40178358.06,,24046139.92,,1009600.84,1934759.6,8018211.72,47913456.5,1744335.35,,72217069.54,2091460.53,1633077.36,48571076.43,1332694.44,1695006.54,,,2735703.12,,12857516.17,,1852932.84,,,,,,611267.8,5316557.84,1014043.03,,2768570.69,1144055.0,8992072.65,5771700.0,5902431.52,,998687.04,1153628.4,1676057.89,,1476992.63,,1501429.32,,,7461267.93,7116049.05,1154606.67,1036946.72,2149119.43,,,,754298.3,6485714.2,,755106.66,1752038.36,,4252882.48,,3071154.58,743337.99,
20161007,,7137188.16,,2744546.4,,8791467.9,722929.16,1278036.0,,1676014.21,2406574.13,,948436.3,,,2058311.44,,724544.48,5712181.72,,,3593185.36,19228653.84,4715280.24,2970097.84,,,3097168.7,,,,1260936.82,,596647.86,653158.64,643332.69,552921.75,430959.2,2979501.8,,5659527.28,,4925170.09,7472500.0,,5692459.68,,897631.32,1361461.92,,13702962.37,,,799560.72,341848.7,350557.9,11095125.56,13136958.54,,1462993.84,4352498.5,,,2470110.2,,1069321.32,,1711970.4,2608449.73,2778434.25,696512.11,1257467.15,511867.8,,2739044.97,2984863.42,,3905546.8,,,2797719.56,,12777899.74,,,5683741.49,635026.23,,,,15515394.87,13197649.78,47824435.44,2297201.84,,,747365.22,2526346.02,1769916.98,1201317.34,,3170868.66,,834463.0,,642431.18,1794005.92,1892331.36,,3003261.24,,,19866506.0,3675637.98,2066431.92,4245760.37,3346720.48,496467.4,5772569.2,35941259.83,,20653015.5,,994956.02,1725143.24,7387302.78,45540258.68,1724543.58,,69681900.0,1800353.52,1340176.64,43876941.52,1154561.8,1448403.73,,,2583048.0,,11355700.3,,1656470.92,,,,,,556657.92,4591281.96,884489.6,,2571771.04,979388.97,8580395.13,5381973.74,5884182.0,,955628.0,1177075.9,1435583.35,,1308465.2,,836688.04,,,6796035.27,6461493.78,1128262.24,959631.6,1936881.98,,,,705707.68,5410226.25,,702412.92,1729516.02,,3561357.92,,2809132.3,665405.79,
