000729	000858	001800	002511	002714	0151	0291	033780	1044	1717	1876	2579	2580	2914	2992	300498	600519	600887	603737	9618	ABEV	ABI	ABV	ACI	ADM	ADV	AEFES	AHLN	AKO	AMZN	ANFI	ARMK	ATDb	AVO	AVP	BARE	BETR	BF	BG	BGS	BJ	BNNY	BRBR	BRFS	BRFS3	BTI	BUFF	BVIC	CAG	CARLb	CARR	CBY	CCE	CCEP	CCH	CCL	CCOLA	CCU	CDSCY	CEQ	CHBT	CHEF	CL	CLSJ	CLX	COKE	COST	COT	COTY	CPAA	CPB	CPG	CPO	CRESY	CRON	CRUZ3	CVGW	CVS	CZZ	DANO	DAR	DEO	DF	DG	DGE	DLTR	DMND	DPLO	DPS	DPZ	DROG3	EL	ENR	ENZY	EPC	ESSITY	FACE	FARM	FEVR	FMX	FO	FRLD	FRPT	FRUT	GCC	GIS	GMCR	GO	GURU	HAIN	HANS	HLF	HSY	HYPE3	IMT	INGR	ITC	JBSS3	JDEP	JNJ	K	KDP	KFT	KHC	KMB	KO	KOF	KR	KTII	LISN	LNCE	LO	LP4020	LSF	LW	MATK	MDLZ	MGNTq	MJN	MNST	MO	MRFG3	NATU3	NESN	NOMD	NSRGY	NUS	NWL	OCDO	ONTEX	OREP	PBG	PEP	PERP	PFGC	PG	PGPDQ	PM	POST	PPC	PRGO	PRMW	PTRY	RAD	RADL3	RADL3F	RAH	RAI	RB	RCOP	REYN	SAB	SAFM	SAM	SBUX	SCAb	SDA	SEED	SFD	SFM	SJM	SLCE3	SMBL	SMPL	SNMX	SODA	SONC	SPB	STKL	STZ	SUSS	SVU	SWMA	SWY	SYY	TAP	TBEV	TEA	TFM	THS	TSN	TUP	TWE	UL	ULKER	ULVR	UN	UNFI	UNIA	UNc	USFD	VT	VT/	WAG	WBA	WBD	WFM	WFMI	WMT	WWAV
20120207						4005420.65		3849662.06														50256222.36	8866771.65		11012744.6				7741322.0						11466906.19				35743536.4						39094.03	181209034.9				2976126.21	3406675.92				1733888.0		4602031.41			680523.08		362558.0	40584617.25			5147306.15								1043324.0		5597161.87	4842554.64	108350951.1	661984.0	315602.42		46422380.34	4882147.2				1955562.0													1588481.77							11450205.0				1501882.0			1747262.77						45438611.34						185685826.2	8390762.09			3710046.32		7968600.0							24167667.36		86225935.9		2644769.21	19178322.95			8322469.5				32287992.72		71878746.45	33373955.05		277521605.2		42542673.84					5226293.52			4339576.0				31023191.39								224672.0				2606349.29				241906.0		8125387.8		49018284.9	253072.56	1435616.0			2854982.2	49337960.56			470820.0				1108743.71				32863597.27	2237999.36				4226818.54			57616141.5					
20120307						3721435.16		3845593.16														49143503.59	8398266.15		9618563.43				8249060.0						11130719.29				35031314.49						39606.23	181264205.0					3410093.13				3450216.0		5022413.47			672027.56		428939.0	38190852.0			5358297.35										5924478.02	3894305.6	110093205.3	775536.0	309812.42		45271881.93	4616104.56				1838804.0													1070987.24							13987348.2							2327987.64						44480022.6						179197067.8	8440642.0			4141809.29		8054250.0							25370786.88	2058847.0	80460778.4		2910587.23	19119145.07			8513977.5				26438464.45		64712991.09	33097603.32		260677964.8		41159613.91					5460441.0		5173592.03					32680452.41								225624.0				2869047.62				282606.0		8162365.65		46495603.0	266833.8				2178157.4	46731399.96			508108.0				1119429.61				32488602.85	2463980.8				4312771.88			60544596.96					
20120410						3995317.23		3268081.43														53648773.48	8725580.85		9480463.2				8581164.0						11578025.13				39859296.84						41806.17	206540000.2					3244568.05				3724850.0		4936380.78			304485.14		426300.0	38956228.5			5265585.72										6814283.97	2859257.5	115842191.3	898148.0	339598.56		48814628.12	3759112.16																	749763.2							14457774.1							2167713.76						43594488.8						186127439.1	8047504.55			4401094.17		8389120.0							26126488.0	2350509.0	83925602.6		3203930.83	23412228.01			9025000.0				25079516.35		52455895.38	33737969.98		280846604.2		45015860.16					4872870.75		6069025.59					33913381.53								230384.0				2900503.65						7870833.74		45280216.8					2128242.8	44184482.16			531236.0				1468016.15				36636703.01					4256646.29			57863735.76					
20120508						4486648.81		2537378.87														59238775.62	8767484.2		8496309.26				4983777.75						9482082.72				40522434.28			52260.0				219060020.3									4390485.0		4898965.22	1550193.0				761306.0	44795462.5			5333715.62										6980256.85	2784396.94	121500422.4	896940.0	350144.47		52257355.5																		838084.49		299363.51					10648137.2							2729820.09						44183965.6						202638787.9	9132513.39			4503151.66		7506603.0							27583951.36	2551899.0	90443543.4		2954752.32	24103221.89			9619314.28				25434623.2		45782163.5	33887404.09		288758221.2		48202333.63					5640160.25	1372860.0	5962841.26					33482711.74								237048.0				3344131.55						9129699.12		46098516.45						42619255.5	843464.08	841590.44	565810.0				1645578.21				39606530.13								45860201.3					
20120611						4925248.59		2455459.35														60067040.41	8907526.3		7434993.63				4741219.0										40118161.5			59685.0				242109625.5									4657882.08		5269548.89	4533546.0				795522.0	53414836.74			5453583.95										7090149.25	2981945.64	130730487.1	835936.0			55760298.24																		827795.62		2228384.44					11082337.5							2488795.22						47493569.4						217335853.4	9135962.55			4741072.12		6250803.87							28614001.92	2669856.0	92436902.2		3119180.02	23467911.19			14050892.7				24617509.17		40442886.0	33641410.82		284188111.1		49309537.33					5781875.0	2417875.0	6609782.02					35572395.55		4655144.97										3096593.66						8646376.97		40839357.6						27689286.24	1600339.35	1039841.53	603806.0				2251170.14				39978968.85								32555313.6				31446158.0	
20120706						4555215.13		2381031.28														58087792.55	8137294.75		7602136.68				4660245.85										37603226.5			60225.0				243045425.3									4872409.19		4773461.97	4385475.0				626745.0	53069319.3			5239381.51										6093859.24	2667046.47	137060843.2	722988.0			57168438.18																		803041.21		1895510.63					8544073.2					1692614.1		1982485.06						45209308.8						215797223.2	9413608.16			4193973.65		5550010.8							27002039.68		88838605.8		2917653.77	21736698.23			14631470.72				23328997.37		37987247.35	32123898.9		282208457.8		45287472.33						2695680.0	5672166.99				4634996.06	28939231.84		7572721.68										3019833.9						8648882.44		36635953.8					932194.0	24182281.6	1560352.32	661038.56	685816.0				2443564.56				36498994.56								29426163.2				39142890.72	
20120720																																																																																																																																																																			5452796.7																																																									
20120807						4547126.33		2567067.44														65322199.48	8133051.05		6006168.72				4904941.475						1082828.0				38709764.38			1280371.82				263305288.9									4585124.18		5277067.18	4358964.0				593845.0	54639071.1			5980932.6										6534476.48	2245233.34	142987398.0	512676.0	2046939.93		59226804.89																		909189.75		2090571.81					7885165.86					2454680.7		1898845.41						45884049.6						222270087.5	6286035.52			4435753.04		6795820.85							25717470.32		91724031.0		2946128.95	21929055.1			16279881.1				23602749.43		34260984.86	34004742.16		273821677.5		41089250.58					5914839.0	2903040.0	5579462.29				4490120.76	28101303.38		12636778.93										2044284.79						7346065.79		46657393.2						23048944.08	1614561.69	903492.81	632834.0				2841237.19				37814597.85								24896302.8				38324805.12	
20120907						4345150.68		2336322.36						2528874.13								63435185.63	8114196.75		6033599.49				5271366.0						1519569.0				42111675.99			1246420.25				272275129.9		1884705.42							4623231.48		5142765.02	4629477.0				996455.0	56350150.56			6323719.65										6278684.37	2190047.54	139590050.8	513080.0	1826405.77		60037926.3																		870173.54		2087190.61					6610795.62					2398144.1		1646808.51		53166.08				46083907.2						226691833.6	4617609.51	4273489.2		4337806.0		5866369.92							25070223.36		93875225.4		3127167.68	22638720.83			17706540.19				23950262.7		34537367.83	34336805.55		287239013.3		42417461.52					5468162.1	2142752.0	5999590.08				4684679.34	25687917.26		13866780.29										2253265.67						8328994.01		42450972.2	4813463.0					22020280.96	1543426.55	747902.4	694902.0		9456300.0		2945255.15				38713440.15								30420957.6				41286023.28	
20121005						4427465.37		1906818.02						3198889.64								67451302.53	8104390.85		6186231.75				4996915.72						2586330.0				42135472.55			1270889.85				276345073.3		2907842.41							4964289.54		5892304.75	4549791.0				2485329.0	57393686.01			6462112.8										5967728.46	2146214.12	142793009.7	562772.0	2081621.26		63525300.94																		860801.5		2281075.01					8801119.47					2114159.1		1539284.69		55121.92				44871967.8						216590281.6	5068614.45	13956971.8		4377647.43		6602202.53							33798970.28		90667087.2		2838504.36	22881050.64			15231767.31				24513711.88		34394906.53	35440965.9		299032992.0		47791841.9					5387465.4	1826055.0	5514782.99				4816139.59	24714643.62		14158280.48										2661057.2						8328994.01		49568770.8	4909086.0					20770249.12	1588977.14	734547.0	681096.0	5304095.0	10310544.0		3767502.52				38858685.38								29918961.6				40996929.6	
20121107						4562329.36			3492929.5					1374469.5								68586761.11	8437960.95		5065291.98				5208214.555										44721478.35			932089.08				276962852.2		3368945.92							2689671.6		6185166.89	4985967.0				2648646.0	60029368.62			6411274.5										6039215.69	2029325.0	151790066.5				64439511.71																		937000.26		1843155.15					8598378.75					1416786.0		603018.38						45856848.6						223804334.0	5008941.0	20452611.3		4367836.26		8059620.95							35607924.48		96991939.8		3085115.3	23837465.07			14255230.77				24665563.17		33606620.67	36901940.7		308690702.9		47061464.76					5000398.5		5990088.05				4904761.2	24885831.02		16216209.06										2720828.71						6771572.47		48839442.0	4846780.0					18897303.7		870772.08	707764.0	5360250.0	10129446.0		4022549.46				39640775.08								30487890.4				41674564.8	
20121207						4892381.34			4750666.13					5026573.97								67049441.86	8993583.15		6363790.84				5339482.59										45905765.61			821086.5				275067329.8		3321446.07							1929295.78		6759295.73	4958007.0				2496648.0	58764060.16			6471527.3										5997907.49	1916494.53	146385643.2		1444542.98		64731468.48																		1212996.07		2374692.57					8746813.92					1190806.5		652822.43			706456.4			45484853.2						227000891.3	4966617.39	23941774.74		4403189.09		15337798.11							29961580.56		96348276.0		2572794.86	27943137.44			16623195.27				26786470.59		32880068.04	37247159.41		308156635.9		46339374.24					4558782.55		5737569.24				4223990.63	29088728.78		20523203.73										2422313.58						2647381.53		49060012.86	4815960.0					2445088.92		704497.35	669178.0	5670945.0	10628963.0		3953431.81		1832464.99		40695483.99								29827831.8				41875863.92	
20130108						2788299.66			5206962.4					5634099.86								69795742.57	9382430.85		14537162.1				5247572.125										46616600.92			2893668.77				287127113.1		996088.7							2026778.18		7015513.33	5035240.0				3356463.0	60746003.5			6462112.8										6959051.85	1642648.38	146732678.1				65428345.29																		1312996.96		2465746.35					13275896.79					1066044.3					2156681.07			42776565.8						238723729.4	5477995.32	28646654.08		4571938.06		15558276.76							34928009.04		104466814.2		1810512.92	30022371.75			13770682.6				27983895.45		33424944.91	41146399.27		309385865.1		49869648.36					5484413.4		5124204.42					29940971.42		22831598.91										2123223.51								49630256.52	4892340.0		2013457.88						1456423.0	5993892.0	11369727.0		677234.22		2169444.27		40756944.93								29049340.6				48944503.92	
20130207			1916159.07			1973179.44			5602968.04					5449304.56								69217241.25	10307915.15		18016128.57				5240800.33										49370103.03			4933967.13				283843338.8									2074301.42		7635860.87	5819920.0				3356463.0	59574314.34			6260642.5										8354185.3	1060660.33	155931796.1				63792226.26																		1348070.9		2356102.08					13774410.32					5210778.6					2061747.41			43003546.0						241256691.3	5638034.16	43758276.34		5336805.62		14981711.37							38362212.24		104780044.4		1121660.77	32538615.48			11237968.95				28691171.51		32577538.53	42742219.53		300790582.6		50171203.08					5745192.55		5945319.84					29388941.34		27118021.48										2488091.59								48952474.31	5532196.0		1920199.51						2245803.0	5958459.0	9577780.0				2369175.99		46234649.3								31704986.6				58650235.08	
20130307			1734866.41			1869974.47			5808365.78					5793938.43								58840433.18	11463110.1		18765978.39				5470305.055										51546711.44			5550805.26				299999924.9									2261754.2		8837716.33	5559300.0				3522057.0	63076761.27													9077444.95	1048038.43	162307225.6				61424826.1																		5522565.43		2231984.0					13237255.61			4593450.99		3805972.8			2499319.45		3434621.35			44659507.2						254060850.7		46583560.9		5732652.05		15234682.31							44248416.0		111073844.6		1043608.61	34667426.41			11166900.84				29782935.71		34317522.35	45831876.74		304598451.7		52327103.52					5920437.5		5769904.84					33788571.18		29380888.09										2748230.1								20259787.0	4219488.0		2146625.04						4248541.0	6288084.0	1858433.92				2715138.59		44809336.0								34232133.6				60128740.2	
20130321																																																																		5990437.85																																																													5505768.32																																																																																													
20130408			2328768.39			1975223.07			5647087.27					5560308.56								48546936.36	10810302.3		19694673.18				5774600.9399999995										51156132.03			5666320.36				313305714.5									2189050.94		8580140.09	5688060.0				4154400.0	67224306.53			6035590.35										8755316.76	387850.7	165709723.0				56524308.67																		5719635.38		2219222.38					13885599.12			7747179.75		5180891.1			3295407.49		4325665.41			45982617.6						266674397.4	5873562.56	49936481.28		6016531.53		13767759.82	136518793.1						43613800.56		108128865.4		999075.48	34257860.83			12264457.2				29551228.55		40042247.67	45623258.39		300159408.1		56734346.5					5892019.4		5953444.48					32865664.87		31697473.53										2482958.47									3130596.0		877669.54						5474493.36	6784918.0					3864779.58		43082494.0								35071660.4				66971045.08	
20130508			2309272.42			2158465.97			5596537.22					5636200.52								51501001.96	10429477.05		20850637.99				5525125.985										52745480.94			5254666.66				340769695.8									2007160.56		10060273.31	5441660.0				4262876.0	62041407.23			5564218.4										8060340.96		187291595.8				61202661.52																		6127524.5		2084726.09					16502232.12			10590600.12		4815695.5			4838173.38		5909278.35			49023744.41						285140903.3	5703945.33	67638905.7		6363046.46		14414351.55	144102648.1						45092629.2		119416317.5		931327.97	35516105.34			14091181.0				31934959.75		41210139.42	47413711.51		301638578.0		62828639.9					5906228.45		5512185.08					30471606.97		36348866.21										2310417.42																	8358455.56	7466190.0					5149210.33		45983550.0								38008588.8				76047558.93	
20130607			2495801.6			1856059.48			5911535.22					8021422.95								47355874.87	11827999.7		23933232.22				5624747.755		2259470.2								56498620.41			6688338.73				371422183.9									1931404.5		9905508.3					5537762.31	52730500.72			6202890.0										8968260.4		210624457.8				62002202.6																		6268992.93		1984647.24					16688303.8			11241857.25		5106308.9			6209789.98		7108238.08			47549561.31						306537605.3	5620355.73	89597236.68		6274333.19		16518354.37	126564870.0						47211895.44		130888313.5	2670901.91	1567855.05	35020146.12			16172977.65				34272148.8		42160478.34	51708585.25		295338642.7		77617072.61					6919807.35		5744242.41					34598799.28		37719948.92				2391654.13						2234646.01																	9615603.04	7141891.0					5843959.7		47643444.0								39403028.6				79699606.12	1582860.55
20130712			2260395.71			2222229.28			6684920.54					6986977.34								44636347.85	11258136.54		22943344.49				5444295.825		2497205.7								53977792.8			6548047.17				362278651.1									1959156.72		10858758.08					6629315.52	49197778.56			6030419.4	7040814.0									8128880.85		217089325.2				61682405.58																		8262287.33		2117107.54					21261596.81			11158117.18		6001295.3			6621822.57		6965803.15			42401213.46						292391523.8	5096875.86	97195256.34		6030745.1		17108964.52	52879660.27						45400497.12		125988963.9	4174031.19	1476293.77	32531414.51			17528574.0				31749759.97		45362289.71	51394255.06		287869804.1		84194660.12					5144549.85		5657822.39					39012402.38		36930035.26				5062438.19						2203518.54																	9879663.12	7340308.0		6591772.0			5583088.79		45736809.0								39443073.6				79758559.64	2504471.2
20130807			1968732.49			2127387.01			6585858.78					6597112.41								43686638.38	12498131.7		24139274.33				5336408.85		2231628.0		6413844.25						53604241.11			6312142.38				348675485.7											10939488.26					5953418.8	45342800.69			6167589.0	7098594.0									9941435.45		209182794.8				61254900.85																		10379572.53		1978757.4					21717635.22			10771311.33		6039280.6			6547107.53		7813264.77			38499366.42						287101644.3	5321059.41	101578755.1		6144259.17		17608849.44	22552506.41						43229155.68		120140404.4	4817580.39		28164604.04			17366759.04				27032829.75		44675579.17	50420685.72		285298609.4		76712404.4			6534726.0		3344871.6		5890425.08					39904978.51		37581602.2				5084561.82						3395531.85																	7862124.16	7347034.0		6323966.0			6101182.14		45684116.5								32074172.0				78789637.29	2333581.25
20130909			2142208.78			2045683.12								5859335.1								52512781.49	12804473.16		28208195.61				6014830.65		2051487.0		6459867.59						59390109.46			4759407.72				374605975.5											10702150.88					5301540.8	45793066.25			6440919.6	8186842.0									10943336.18		220270769.3				66786226.39																		11430107.63		1867915.18					22315593.66			8940445.44		5920545.0			6335863.16		8314986.36			25338219.5						289666456.6	5355574.8	112210804.9		6427997.19		17051680.49	46848717.02						39946621.44		119339471.8	4603452.34		29049733.1			20093840.88				24865545.18		45238831.42	64260214.52		297564337.4		63264916.26			6170490.34				6143581.65					42288015.48		45978073.19										4118377.28																	3511875.64	4772373.74		6632836.0			6113885.95		48246058.5								37185150.75				82438774.74	
20130923									6454046.11																																																																																																																																																																							5361720.73																																												
