0151	1216	2267	2269	2282	2502	2503	2651	2801	2802	2897	2914	3382	4452	4911	8028	8113	8267	ABEV	ABF	ABI	ABV	AD	ADM	AHLN	ATDb	ATM	AVP	B4B	BATS	BEAM	BEIG	BF	BRFS	BTI	CAG	CARLb	CARR	CASP	CCE	CCL	CENCOS	CHD	CHFJPY	CL	CLX	CNCO	COL	COLR	COST	COTY	CPB	CVS	DANO	DELB	DEMB	DF	DGE	DIDA	DPS	EL	ESSITY	FEMSAU	FGL	FMSAUB	GIS	GMCR	GMODEL	HAWKB	HEIN	HEIO	HNKG	HNKG_p	HNZ	HRL	HSH	HSY	IMB	IMT	K	KFT	KHC	KIMBER	KMB	KO	KR	KRFTV	KTGSF	KYGa	L	LISN	LISP	LO	LP4018	LW	MDLZ	MEOG	MHG	MJN	MKC	MNST	MO	MOWI	MRU	MRUa	MRW	NESN	NTCO	OREP	ORK	PEP	PERP	PG	PM	RAI	RB	SAB	SAP	SBRY	SC	SCAb	SCP	SJM	STZ	SVU	SWMA	SWY	SYY	TAP	TATE	TSCO	TSN	TWE	ULVR	UNIA	UNc	WALMEX	WBA	WES	WFM	WFMI	WLIL	WMT	WN	WOW
20100806			597960.25		112283.88	929813.4	1440329.04			994044.51	402175.32		2522304.65	1740815.89	970640.73		612069.15	1047808.42		729426.68	5146674.84	2235048.27		2355636.06	2100900.42			1603117.5		8985481.64		765830.87	879567.87			1466664.76	1154860.3		607988.52	1186689.54	770783.66				5417034.04	1219579.2			643871.75	3412564.37		933407.33		4951210.19	1052673.24		272212.24	5593730.01		1296012.18	935483.78			1335300.97	1421546.57	3314158.08		489035.67		1746632.6			1226046.65	1922079.84	392696.48	1317123.3	1118015.18		4044714.15	1798325.6			442641.45	3522421.11	16263589.16	1800670.19		702315.18	527353.99	546531.42			1553472.36				923490.33		1431326.96	707536.44		5860637.88			613271.05	1212000.92	24820159.69		3426971.84		13818584.02	2502874.02	24274925.66	11941778.4	1232794.36	4024714.69	3668857.45	583111.29	946860.17	996134.75			1004288.94	430752.74	337926.16	834971.96	1088613.52		955768.68	448808.9	6417678.58			4866574.12		6680885.35	1768738.48	3687350.1	3967123.74		875538.14	902542.8	14031729.14	463040.49	4012573.42
20100820												2052387.83																										3357121.23															5615161.16																												6867000.0																																															2376081.19				705671.45													
20100907			611917.61		118082.16	938068.7	1472741.6			1001777.06	370009.25		2531624.17	1693505.72	946245.07		640572.34	1018471.35		791067.92	5454439.65	2384927.92		2427433.92	2113833.9			1831377.9				815944.95				1436083.76	1315467.12	3756267.47	673717.66	1280766.2	778139.08					1237910.4			652680.03			920906.8	5725526.4	4986752.81	1048676.74		301260.48			1277676.3	1035964.5			1418810.35	1555246.39	3117672.0		521563.46		1799352.65			1220184.63	1923671.04		1343553.18	1081094.0			1750749.0	6975873.78		469721.18		17425671.78	1883622.12		715011.92	586303.83	633421.88			1616288.0						1503968.28	721233.54		6311655.52			664763.43	1228689.56	24632677.64		3524898.72		14345759.09	2430169.46	24123094.16	12952114.56	1329975.64	4098287.95	3843049.41	604504.12	1030140.03	1064749.65			1015806.48		341964.48	869933.81	1106037.92	2517922.94	987609.42	456572.59		740567.94				6948986.1	1800042.25	3843401.0			909609.32	976146.51		517123.99	4001619.24
20100921												2040249.22																		9407763.32			944736.66												5299400.04					3450463.24								5955963.2																	414006.32				3953081.99					3622651.76													970568.49																											457515.08							6728885.6			5002615.57					4495814.39				14558333.62		
20101007			598430.39		108145.77	945639.28	1447428.27			981302.85	356198.64	1862808.15	2287376.92	1628081.46	899368.82			854772.53		762613.35	5080982.39	2337108.66						1615050.0		8810733.72		680910.84	864189.0			1245743.0	1323009.68				739033.69					1166760.0			620859.09	3245970.0		901692.0	4762800.0	4521759.94	901266.25		253704.0	5274980.79			880299.0			1378630.96	1424303.32			482344.88					1093932.1	1886592.0	392665.0	1246172.0			3651676.76	1639440.0	6747735.0		464478.15		16692120.0			725854.08	573098.06	583210.95			1504998.0				862921.05		1393473.0	689751.0					622270.36	1244843.7	24479230.77		3162695.58		13394366.0	2297263.77		12325024.0		3961777.27	3430538.22	595011.96	1013664.89	994281.43			912288.0	421498.0	277992.0	804097.53	955040.0		892980.0		6502093.57					5987434.75	1636770.09	3413760.0	4295347.17			924189.86		497458.62	3995250.69
20101021																	659163.99							2576286.0	1918767.23													3515544.35	600887.38	1206704.0					4666688.0															1189286.0						3109760.0				1697801.13							1008399.0							3419640.0		1655347.0																5997384.0											22203207.0		1183518.0													2108483.0		384792.67		661752.0		4403848.4							793212.0		13467604.0		
20101105			617806.56			1001480.25	1483675.6			977974.62	360904.96	1995930.09	2342259.66	1704333.25	897294.71		651568.11	965468.42		795100.21	5808369.5	2525112.0		2684472.0	2115309.77			1811004.0		9803355.83		778478.43				1265938.0	1461886.53			1367100.0	807334.69				4888296.0	1188328.0			529424.85	3733971.0			5614248.0	5073376.13			253208.0	5676904.12		1129536.0	967419.0			1524797.37	1482074.85			500109.42		1973425.0				1975329.0	405860.0	1179154.0	970836.0		3990707.5		7032994.0							850824.24	611321.88	560371.4			1590138.0						1536570.0	735700.0		6538244.0			639672.47	1375060.59	24295501.31		3524435.05		13839452.0	1923226.57	22266861.0	13444800.0	1312519.0	4435570.24	3919616.83	650465.47	1132208.58	1138283.37			944268.0	421022.0	329758.0	862862.62	1074928.0	2218856.0	982176.0	461946.62	7028827.7	639198.0		4989804.57		6731712.79	1915308.65		4859660.86		738489.0	1370737.83		507939.76	4526534.41
20101119					110102.94																												844468.0					4347798.55	696820.31													893750.0			987750.05											3069360.0							1247902.71							1722391.0			512366.26	3486680.0	17702300.0	1817274.0											1114720.55																																									4291350.0					14000832.0		
20101207			602344.63		104581.01	1040928.0	1474686.33			982048.42	372871.51		2395882.07	1828681.56	860315.33			1091194.49		837942.82	6395621.48				2236139.45			1778310.45				871169.99	876880.2			1345869.07	1597620.77	4513560.45	734409.49						5051976.96	1220127.7			625083.81	3762810.42		940905.0		5546681.33	977185.51		265657.6	6254647.82		1208452.65	1121568.03			1524731.15	1645835.64	3267293.9		522637.14		1991701.35			1419703.73	2119440.27	430408.16	1304775.16	1050078.82		4417705.34		7618172.52		517696.82	3496874.72	19206834.36	1910238.0			658864.09	630787.95			1749213.98				1232828.73			806174.82		7181887.18			696343.16	1427750.87	25729180.07		3804241.14		14084034.6	2097762.68	24422958.3	14545557.0	1477318.7	4633576.37	4098639.82	749644.85	1178955.92	1154620.28			1046092.72	483661.22	325631.41	926413.16	1198219.6	2360747.64	1011855.52	519152.32	7430581.36	647066.6		5122212.5		6899141.5	2171451.16	4487677.04			814755.75	1508209.39		564050.51	4671164.09
20101221												1920364.99					629888.27					2925710.88		2906870.12						10315594.86										1100498.35	872370.22												5553224.4																											1775635.54								876645.7											1653959.58																																								5139201.25				14662952.28		
20110111			595947.24		107544.47						361740.48		2564171.72				651892.09			843193.91	5684619.96	2919651.0		2578225.65	2001682.06			1700319.6				794713.14				1310387.4	1411455.87								5112009.0	1155228.9			578705.07			896994.0	5826450.0	5255009.46	977594.55		189310.8				1203589.8			1471320.58	1722781.78	3134654.25		559155.41		1863488.01				2123638.65	510186.6	1392300.0	1012284.0			1773018.45	7289493.75				20216926.8	2084528.25			588628.31				1662824.1				1291587.05			836410.05						1312544.15	26245243.55		3527525.82		14230556.55	1973944.83	23943714.9	14437828.65	1458666.3	4492272.42	4091022.49	749584.07					1049317.5	515043.9	278115.6		1226286.6	2370643.8								6718448.91	2275439.74	4705795.5				1407254.98	14959671.3	544658.75	4404385.16
20110124						1023453.98	1525473.75			1035334.85		2146376.98		1844299.87	876901.04			1151985.88												10049282.25			961674.0					3873221.41	704615.35	1128408.75	805452.58									4131647.1								6180759.86		1234614.15													1511083.29						4138757.79				514988.19	3483169.2				769080.06		599225.83									1707574.05			6940080.0			705098.87														1092915.16	1136999.42						956430.77			1040676.0	523727.8	7168998.64	671508.6		5024099.46					4866091.56		986661.9				
20110207			606199.12		117736.27	1020117.8	1539114.04			1095246.9	376733.86	2334196.41	2810311.2	1982837.06	918661.0		665076.14	1184011.74		943561.89	5944524.19	3303764.1			2154908.9			1705676.7				748714.12	1008793.8	613351.68		1360896.6	1477978.7	3493877.16	770695.77	1169526.75					5265842.4	1182703.2			573501.89	4314186.45		893943.75	6458353.65	5590124.58	1019899.02		211629.6	6372107.85		1125999.0	1279498.5			1563807.53	1711412.67	3124090.2		588992.08		1953601.26			1533882.14	2175992.7	522083.1	1557251.85	1019854.5		4309367.6	1748468.4	7536876.9					1951021.8		813296.49	601465.98	610029.24			1697411.1						1784396.25	884302.65		7067663.4			711673.12	1298193.83	27846375.12				14172036.9	2249821.71	24613944.6	14571336.15	1537869.9	4630097.37	4518214.55	819761.89	1149999.97	1215557.94			1089133.5	553528.5	266943.6	991332.69	1159471.95	2370816.0	1085609.7	534778.12	7331860.84	714199.5		5515013.57		7335502.4	2292968.57	4949868.0	5252357.1		1046454.15	1358003.2		605029.94	4618336.25
20110221																								2637264.0						10578155.88											827556.22																																										515859.2	3475080.0	20945443.05												1297836.88												3651299.83																																		14462408.1		
20110307							1476797.07					2368363.24	2723039.03					1190547.35			5736487.02				2205333.26			1661655.45								1345829.1									5070274.65								6377616.0	5370025.29							1276327.5			1512980.94	1611573.35	3052988.4		584233.6		2000566.02				2089762.5	503139.0	1509226.95	1009904.7			1721769.0	7312038.3		462885.12	3588631.2	20068319.25																						25830055.87		3833116.49		13991283.6	2275352.93	24254230.35	14274225.0	1499682.45	4590711.13	4139975.2	860028.99					1031234.4		202078.8		1066672.95									6972947.51	2211081.08	5146394.4						506028.09	4446987.51
20110320			594194.07		119187.11	989944.05				1164957.89	373324.79			1924295.13	846869.28		644110.83			868050.37		2842749.0		2864342.25						10145157.43		737417.72	961411.5	1575173.25			1466620.69	4141747.2	770554.71	1183526.4	833074.88					1175414.1			575847.75	4292080.8		878251.5			1086980.58		242991.0	6624682.17		1134645.75													1500350.02						3996531.25							1876245.0		751913.49	582667.62	587390.1			1556339.4				1266015.88		1661710.05	840021.0		6749015.7			676477.13	1322667.12													1192773.74	1125975.81				480307.8		988532.48		2349849.6	1013798.1	582491.11	7123590.31	682263.75		5234929.05					5432706.74		1069621.35	1269796.88	15077503.35		
20110407			569358.48		125668.25	973299.74	1502806.49			1157561.33	361691.69	2492640.06	2808022.08	1898449.9	819538.63		627688.27	1142981.94		771638.05	5559010.66	2766202.14		3135575.3	2102098.14			1570124.79		10584425.19		776742.8	963812.7	1620727.81		1342677.84	1506178.1	3990616.57	742634.75	1190022.4	862876.55				4996227.6				543702.51	4298106.51		832916.7	5940187.74	5374234.32	1032113.73		251708.16	6478675.15		1110828.3	1439846.91			1504851.45	1646894.44	3135953.04		553330.07		1970047.4			1425205.85	2125260.18	536875.6	1464564.64	1088569.92		4319434.37	1774335.68	7335331.04		470561.4	3527627.0	19632452.72	1931271.5		724265.1	627378.84	585841.46			1527492.69				1264299.57		1650244.05	871089.65		7005519.58			679447.95	1341871.09	25915679.6		3689997.02		13284841.08	2115657.38		15059352.5	1556377.68	4197298.06	4146840.52	836081.64	1160482.22	1242531.63			1098548.72	488452.16	230110.32	1040348.83	1082075.62	2155614.72	951458.38	598360.81	6993972.16	743243.85				6835407.77	2196343.5	5314090.76			1165168.32	1205563.21	13466198.7	479854.41	4398418.05
20110421																																														1231876.8																																																																			23338903.25																					5144825.34					5174271.58						
20110508			508413.61		113911.68	827630.72	1366197.25			1035629.83	350226.83	2153680.02	2535672.22	1735008.45	688030.89		587626.69	921394.64		765073.14	5567973.09			2976766.65	2088363.44			1496420.64		10390729.6		774430.77		1742497.02		1349617.5	1494392.95		703754.02		850981.18				5172920.28	1248647.4			558608.66	4188258.36				5491586.78	1089612.26			6169920.89		1088936.64	1440485.64			1498011.58	1684231.34	3025024.2		535461.99		2047484.8				2025102.42		1439698.59	1108413.9		4073248.95		7112730.24		490314.13	3424716.9	19771636.5				631108.98	565406.78			1805950.08												700587.2	1545666.36	25883703.39		3626182.39		13263307.2	2101645.45	22387226.4	15314301.09	1579344.03	4095542.01	4266807.17	819462.51		1180495.24			1116682.38		233394.48	1073855.91	1144255.86		956274.66		6368425.53	750424.95		5177008.9		7000029.09	2251432.39	4824266.04			1285247.7	1286489.49	13237928.55	457173.91	4414202.27
20110523																						2802690.0											933114.6					3414591.87		1178377.2												803083.05	6112426.32				233640.0																1436960.54		534695.04					1752838.56						1981480.05		742594.08									1158314.41		1565674.11	857065.77		7045435.98																	989163.21					477837.36				2106086.4		575528.25									4984610.86						
20110607			564230.22		316909.05		1481886.71				360532.41		2544008.52	1781040.18	674301.21		648804.54	1102166.11		832624.52	6456005.47			3179425.68	2252056.36			1702159.68		11722755.82		851693.86	1011501.36	1960325.76		1431498.6	1698833.22	3787995.95	806611.96	1263449.52	943613.63				5583801.3	1278957.6			630921.81	4762465.68		839414.1	6683235.84	6383756.55	1194289.62		280779.48	6850678.62		1183526.4	1513782.0			1626655.01		3289793.76		576345.58		2311806.4				2189467.74	581965.08	1611763.2	1212602.52				7871017.68		504125.82	3571203.6	20821663.92	2070482.7		843992.33	724554.77	613047.04			2085696.0				1282332.56		1862340.48	906853.44		7523144.64			741600.25	1769956.5	28791968.1		4106774.33			2351616.06	24440301.6	16786425.6	1699563.78	4597640.58	4679741.55	890879.19	1101580.7	1288821.63			1209828.12		339961.92	1182803.33	1217493.42	2264693.76	1044225.0	634108.86		801771.0		5725735.02		7609317.19	2424043.76		5720572.26		1261099.44	1319386.38	14485360.68	495538.22	4770142.88
20110621						952813.33				1122578.26		2368351.0										3336452.64																																											1858425.43								1628178.08						4828537.27	1916025.12																															14692996.98													543539.64							7288559.76							5320434.24							
20110707			593242.25		323313.64		1617831.76				387749.88		2840617.58	1925051.7	734406.7		708702.61	1110894.01		921833.09	6416025.21				2415666.47			1818370.84				920762.32		1911064.94		1561859.74	1730272.47		838720.74		961648.02				6097077.21	1357444.8			656881.77			910971.25		6716557.19			365349.36				1678191.21			1296936.7	1915343.67			615535.32		2463794.66				2473981.24		1721592.55	1228400.66				8647276.69		502495.89		21724808.13			836804.69	797603.81	656986.74															796121.53	1908308.72	31492644.21		4276705.11		15980664.0	2481859.65	26582652.0	18279532.25	1911150.54	4945405.55	4900676.32	965247.46	1131497.09	1300628.98			1340307.68		324954.72		1297663.9		1048225.5							7936813.19	2505724.57	5718802.25	5859585.16			1383385.31		548225.22	5078321.96
20110721						1045042.25				1234108.81		2481388.48										3405153.02		2940753.76						12708613.48			1070239.68					3730925.18		1360141.2										5109883.44			7522071.11		1193429.24			7572947.4		1304886.4						3557506.04							1784619.29		608832.14				5185098.49	2000121.04				3873293.0		2230821.6							2380647.28				1218916.19		1980213.69	972029.73		8289681.62																						559233.36		1231096.22		2671014.25		686280.65	7873161.75	816091.14		6039989.66									15326752.76		
20110805						1111822.31	1657106.54						2965661.33					1064572.26			6405142.9			3015331.65	2363563.71			1777776.0						1813983.09		1590025.05					971693.26				6170796.36	1295050.32							7462598.82	7095972.97	1123233.54					1354380.93	1751413.5			1600401.64	2135372.61			603894.71		2556104.24				2489827.68		1618859.52	1255759.65			1983387.96					22429977.57																						31285587.29		4568978.33			2515885.42	25776554.31	17357662.74	1797184.35	4977765.79	4982998.77	952175.51					1264241.16		309174.96		1260718.02			689382.64						8276213.08	2528365.54		5859093.89	1401547.05			14746350.0	546997.33	5358786.04
20110819			319720.65		327513.62					1309843.98	402299.41	2552340.27		2030052.01	824115.9		777971.77			937960.85		3777726.27								12697428.21		936229.12	1102648.47				1690049.76	3591411.91	784549.54	1412195.28									582980.66	5140054.8		939587.25					335044.62	7488484.15								3420815.76							1818114.3		522807.78				4978655.03		9013771.65		583484.27	3723632.64		2232520.8		887240.57	798487.97	640610.66			2332322.01				1150043.41		2024473.5	935385.9		8067515.52			794811.07	1841422.45					16198336.56								1091246.76	1328722.1				550022.76		1216321.68		2682259.5	1042889.4		7607284.54	864403.62		6180817.34				5683950.36				1470234.6			
20110907			320073.07		320313.51	1186059.54	1771678.51				425858.27	3047026.82	3185920.65	2215188.5	858971.37		811504.08	1127323.58		956939.72	6437601.13	3392500.16		3109939.84	2405210.99			1680398.72		13528792.14		939535.04	1095749.76	2065397.6		1591917.6	1564342.95	2635780.74	767461.71	1372667.52	1081573.95				6029457.28				572880.35	4995480.0			7283376.8	6868866.81	1105112.68		317199.68	7555682.79	374130.54	1230673.92	1762488.0			1696724.2	2428328.73	3484605.6		625282.24		2544564.09			1785951.08	2493872.64		1643765.76	1257934.72		5250391.02	2042886.72	8875540.8			3704081.92	22935148.32	2258991.84		887650.2	804982.6	620396.54			2296051.52				1097750.29		2158228.8	926296.0		8106291.2			800695.24	1856338.5	32474174.07		4286128.4		14897240.96	2558624.16	25233528.32	18668175.68	1722828.8	5160766.97	5171340.07	935006.03	1039332.83	1370425.03			1300328.96	570920.0	323635.2	1390720.16	1097893.44		1094895.2	703707.52	7486023.8	798488.32		6192168.8		8304181.96	2379579.03		5612698.78	1486609.6		1644062.31		529204.84	5452073.1
20110921										1384220.75																																				1387127.84						906892.0																							525631.68								560526.26																																													2655212.0										5273210.88					14806028.16		
20111007			364122.92		285131.42	1299111.1	1771496.59			1474434.42	483032.56		3299655.63	2317085.13	1189191.84		913639.34	1256915.61		1059392.89	6899277.72				2348491.67			1613040.0				957745.84		2363625.0		1694137.5	1353383.46		781946.28	1505290.0	1226886.21				7175107.5				688525.76	5595975.0		987970.0		7336356.85	1167771.23			8331026.64	425460.84	1399710.0	1831125.0			1820666.67	2569182.82			651691.27		2401880.34			1748021.36	2796500.0	579810.0	1731840.0	1473581.25			2240700.0			599219.37		26568456.25			919998.87	845522.44	675076.7			2688007.5						2404687.5			9353360.0			857984.35	2041661.65	35284194.62		4323976.19			2587140.28	29221160.0	20310760.0	2052261.25	5412509.2	5592211.1	918806.57	1134715.97	1479402.52			1360698.75		334740.0	1519070.06	1113547.5		1186718.75	741342.59	8182679.56					9661249.3	2586817.61	5307907.5		1642496.25		1653150.34		590571.15	5553801.87
20111021												3221851.71										4495095.0		3253840.0						14568349.69			1192843.75					2655566.77								1507262.5							8030373.75				277560.0									3994766.25													5606592.62		10129535.0			4391660.0		2388395.0											977328.91			1027485.0											16784015.0													617812.5				2705718.75				886602.5		7263333.75					6405220.88				16727893.75		
20111107			392590.04		302270.37	1874015.33	1894617.7			1491956.41			3550934.0	2456538.66	1221944.73			1701386.0		1050463.37	7197756.03	3946187.5			2358292.98			1401400.0		13925559.16		874830.44	1166077.5	2048818.75		1680262.5	1073619.3	2354291.36	650194.61	1334190.0	1127591.57				7094400.0				550394.76	5943435.0				6671302.24	1023631.7			7962319.94	406229.92		1625040.0			1751811.62	2200315.37			648891.52		2193780.41				2706990.0	611327.5	1602300.0	1518025.0		5710750.07					4553516.25		2215215.0		890073.42	764567.85	643424.02			2573775.0	199925.43			985331.19		2323012.5			9209235.0				1952148.08	31646895.3		3815090.91			2298900.95	28754797.5	18191567.5	2084825.0	5175159.01	5051813.39	881416.44	994758.78	1425957.25			1375798.75	578250.0	268065.0	1398401.33	993642.5		1089275.0	765518.41	7816225.58	881020.0		6835775.57		9123385.1	2253209.18		5998468.53	1706223.75		2022101.14	15102900.0	531490.81	4983297.89
20111121												3536909.7					932699.79							2825238.75																						1434386.25						1003470.0	7496735.0				296036.25			1410622.5						4135525.0							1596623.21							2220682.5	9847335.0				25748805.0															1003980.0					753003.69						16264225.0																	2531725.0										4941722.5							
20111207			383281.05		367823.02	1949610.29	1921173.76			1517435.08	231997.44	4077999.36	3620159.31	2491308.75	1243334.4		911882.01	1780591.37		1174551.51	8095064.46	4685663.76		3517309.72	2742945.23			1401125.44		16288266.25	1351218.48	1015267.06	1351865.7	2631713.1		1883792.1	1305486.45	2900476.52	812445.4	1541774.52	1334226.58				7762240.78	1551803.08			595959.27	6492501.0		1104964.0	8687461.2	8122659.77	1229871.08		325620.0	9286733.8	478728.96	1460325.3	1965652.7			2032291.13	2365314.68	4460849.28		777220.36		2546121.3			1901544.8	3072051.84	750306.2	1869996.8	1572108.1		6634953.09	2426222.76	11059325.52			4810687.1	27940693.76	2506638.84		894682.37	877420.4	746291.97			2758089.84	201057.41			1095637.26		2599533.0	1171267.2		10144791.6			961999.25		36108137.34		4654022.09		17747871.2	2939518.71	31254635.7	21842899.14	2316854.64	5637304.77	6077400.93	1038901.02	1214919.34	1701479.59				696336.36	310582.52	1547495.77	1240687.24	2915866.8	1248183.2	886289.51	9260326.47	1049997.2		7868577.59		10687362.98	2696164.89	5360804.0	7199014.59	2039120.88		1756762.8	17724319.36	633826.41	5568333.49
20111221																																																																																																										2275275.17																	1579064.04																						
20120109			411016.36		357503.54	2067922.27	1870038.23			1594679.89	513184.34	3803233.29	3699905.95	2454102.8	1232094.55		953156.0	1822720.8		1156165.85	8670553.23	4813028.1		3688043.4	2723451.21			1312740.0		16439287.19	1446400.8	1004650.61	1454537.25	2562475.5		1892605.5	1429730.02	2953889.97	767861.46	1512739.8	1235943.6				7917952.5	1517140.8			546797.44	6702021.0		1091448.0	9364712.4	7700800.29	1106536.8		342900.0	9632939.61	484457.4	1435081.05	2373167.7			2001116.26	2491515.23	4659768.0		779480.0		2457673.53				3049224.75	772321.5	2006726.4	1596294.0		6553526.61	2216624.4	11449066.5			4968951.75	27700104.6	2525345.1		966297.72	879065.88	712343.25			2802778.2	292061.81			1189774.74		2746872.0	1183410.0		10643416.2			999312.02	2379945.39	34975775.97		4554132.61		18178560.0	2965715.16	31773282.75	24012169.2	2526041.7	5570391.03	5883351.76	943257.98	1212205.55	1696538.73			1569366.9	675511.65	302636.25	1465668.53	1290600.0	3024526.5	1205523.0	896724.49	9168778.89	1103873.4		7913308.56		10526828.44	2826503.89	5485401.0	6596495.88	1939828.5		1741627.32	18542898.0	609351.56	5616751.68
20120123																																																																									1894807.49																																																																								
20120207			441883.29		385183.26	1847226.67	2002363.61			1681310.11	548609.31	3952170.52	3904072.85	2678632.7	1287366.78		1099928.52	1538887.04		1172961.45	9293635.95	5219335.8		3595592.0	2953765.61			1413672.4		17504120.85	1506162.0	1035305.79	1521639.0	2545410.0		2062368.0	1396368.78	2618718.8	756973.08	1519473.2	1240658.01				8316947.8	1621401.6			568803.9	6777248.8		1130824.8	9956844.8	7670802.4	1096497.07		399840.0	10236300.21	513229.32	1597360.8	2342995.2				2530653.35	4865364.0		799192.72		2496336.23				3253208.0	766812.2	2095200.8	1773086.0		7141608.09	2343413.8	12338513.6			5375764.8	29740048.8	2729594.0		1008031.59	894454.69	756562.34			2888760.0	309091.66			902016.94		2617238.4	1270584.0		11394495.0		1054279.4		2454944.48	35677767.08		4605280.61		19404721.0	3047513.07	34284937.4	25512278.4	2615258.8	5687299.42	6149351.71	982026.61	1237661.89	1685598.63			1674401.4	694512.0	338766.4	1531663.68	1366758.4	3252110.4	1304458.4	962604.3	9433744.82	1150060.8		8259253.5		11062914.58	2991508.08	5521681.2	6630565.94	2094358.0		2159410.79	19518811.2	627237.12	5944214.74
20120221																																																																									1912504.17																																																																								
20120307			417263.21		393547.54	1805391.87	1967169.36			1640918.03	517959.34	4013114.75	3828661.01	2504540.33	1247632.79		1150288.52	1434243.74		1205086.63	8937582.21	5122256.4		3496524.64	2822401.5			1396864.16		16489678.88	1493973.6	1070481.06	1502060.16	2538842.56		2023932.96	1467659.63	2541228.65	786895.89	1533888.24	1253695.24				7945620.48	1634108.0			566057.65	6511835.04		1056244.0	9913788.0	7316731.56	1030311.1		373156.8	10064776.48		1525781.28	2347787.04				2484000.38	4674767.44		760825.71		2414609.62			1981019.3		731932.96	2073102.4	1711217.28		6567132.03	2242661.76	12313603.2			5089919.68	27928787.28	2607707.52		998181.86	869998.86	710831.73			2643512.24	308008.56			921515.62		2750813.52	1237219.2		10617737.6		1061558.08		2123130.03	34496985.65		4559839.14		18692834.16	3070433.94	31533112.32	23652442.72	2411546.56	5955719.76	6444406.61	1013537.34	1162387.26	1677132.17			1639254.24	682176.0	280048.48	1452558.05	1387025.92	3259588.16	1248270.56	897914.67	7371468.57	1008945.92		7706243.88		10402906.09	3285747.04	5421667.2	6866868.66	2174705.28		2317474.22	19510516.48	591596.27	5922695.9
20120321																																																											507930.25															3039239.6																																																																							
20120410			407183.59		400234.74	1728750.23	1837778.3			1550506.55	493637.26	4195107.49	3636139.14	2355378.06	1141839.63		1111774.15	1336436.17		1220911.34	9568881.71	5466166.2		3706560.0	2846699.23			1425972.24		17531767.18	1526817.6	1079173.9	1465780.8	2572431.84		1933470.0	1470353.76	2704352.87	832874.23	1606030.8	1275549.41				7945644.96	1561791.0			567107.3	6634193.28		1077568.8	10412146.8	7750696.65	1004896.38		412671.6	10530706.17	519645.67	1451531.4	2318184.0				2515721.22	4364121.96		774997.45		2666767.69			2020256.25	2998777.32	702753.48	2127708.0	1650554.4		7032083.63	2301096.6	11889717.84			5031343.68	28079528.4	2534205.96		933447.63	983177.09	664965.82			3131763.36	181811.84			916624.29		2801799.0	1198692.0		10930273.2		974926.22		2099166.61	35584201.03		4755691.2		17405427.6	3198122.81	32825253.12	25676386.56	2501711.52	6000739.94	6653147.13	998885.14	1179813.63	1665838.0			1521162.72	691891.2	256864.08	1545513.92	1313769.6	3091218.24	1241217.12	922485.69	7109025.88	993455.76		7459082.22		10030533.9	3201120.1	5239412.64	6458254.42	2302058.88		2147351.54	18264227.52	568885.41	5921627.73
20120508			439739.96		395904.98	1699425.65	1972894.05			1601871.32	477629.26	4314867.25	3794361.09	2346324.81	1101865.24		1115134.58	1343450.95		1205595.0	10052216.08	5431307.4		3630800.46	2750045.88			1421140.16		16877031.38	1576938.68	1083957.31	1440312.08	2373546.18		1860941.16	1488158.88	2492830.79	812396.13	1529156.2	1232107.79				8022066.76	1527968.75			560719.92	6734454.4		1053242.75	9951110.4	7704241.6	927410.18		392182.35	10213437.48	507941.82	1475827.63	2359914.0				2715031.73	4323759.45		796222.14		2720651.8			2192859.0	2931166.35	701070.48	2176510.76	1604515.46		6949378.4	2268066.33	11421320.82			4907847.69	28620777.15	2483308.47		1012299.89	1021148.19	622500.14			2976356.76	471891.62			862920.79		2859664.08	1244269.8		10785267.99		966515.17			35347717.43		4958657.26		17653412.75	3115975.07	31436872.61	26231838.57	2378821.76	5907224.77	6365167.84	1015777.63	1193860.47	1669698.33			1601571.6	719023.2	221902.02	1547725.83	941967.89	3018607.12	1241298.0	904104.94	7207089.7	967955.9		7362769.6		9907806.26	3329742.52	5091116.31	6204820.0	2282342.4		1979719.25	18202960.8	555266.19	5650076.33
20120522																																																																																																										2091604.05																																							
20120611			632096.69		397958.54	1844843.06	2055596.62			1759509.05	511841.69	4532481.68	4128219.06	2559889.79	1194013.4		1223295.13	1600643.1		1311045.57	10722457.99	5960488.32		3786170.64	2709639.4			1697932.8		18508532.88	1644803.04	1268839.41	1597129.6	2361104.16		1959428.16	1664380.32	2245327.34	868036.28	1724550.72	1323791.63			857643.79	8692472.64	1668380.0			612819.37	7062769.68		1127215.6	10692379.84	8390387.32	926744.17		425870.4	11532940.01	526500.85	1594956.32	2692942.8				2902166.44	4590886.72		865946.74		2870610.1			2427877.13	3124818.96	739053.92	2400949.44	1886465.52		7384237.73	2290214.16	12937655.52			5624101.84	31740572.16	2553929.04		979574.46	1081652.74	661092.57			3330298.64	306950.34			772211.81		3199944.0	1368676.8		12085965.04		1072843.77		2143499.3	37189425.88		5218983.62		19020144.0	3345021.76	32179438.72	28376102.16	2509901.76	6551217.3	7162825.31	1175805.66	1285158.26	1757627.41			1678600.4	705024.0		1718677.03	1014710.96	3128598.4	1221454.08	963753.3	7554436.82	987836.0		8164756.97		10780193.87	3038097.92	5707487.52	6782232.78	2508049.44		2141178.37	18891730.08	599637.55	6173735.61
